Vendor_ID,Vendor_Name,Registration_ID,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Projects_Awarded,Total_Sanctioned_Value,State,District,Shared_Bank_Account_Flag,Requires_Audit,Evidence_Reasons
V008720,Contractor Company 008720,REG0008720,BANK008720,NONE,1,2,14360000,Maharashtra,Sangli,False,False,Standard independent contractor account (single entity routing).
V012539,Contractor Company 012539,REG0012539,BANK012539,NONE,1,2,14360000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V013747,Contractor Company 013747,REG0013747,BANK013747,NONE,1,2,14360000,Maharashtra,Pune,False,False,Standard independent contractor account (single entity routing).
V020314,Contractor Company 020314,REG0020314,BANK020314,NONE,1,5,14360000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V022373,Contractor Company 022373,REG0022373,BANK022373,NONE,1,2,14360000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V023586,Contractor Company 023586,REG0023586,BANK023586,NONE,1,3,14360000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V025950,Contractor Company 025950,REG0025950,BANK025950,NONE,1,3,14360000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V028206,Contractor Company 028206,REG0028206,BANK028206,NONE,1,2,14360000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V029817,Contractor Company 029817,REG0029817,BANK029817,NONE,1,2,14360000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V037042,Contractor Company 037042,REG0037042,BANK037042,NONE,1,3,14360000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V040885,Contractor Company 040885,REG0040885,BANK040885,NONE,1,3,14360000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V042184,Contractor Company 042184,REG0042184,BANK042184,NONE,1,3,14360000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V045938,Contractor Company 045938,REG0045938,BANK045938,NONE,1,2,14360000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V001809,Contractor Company 001809,REG0001809,BANK001809,NONE,1,2,14350000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V003843,Contractor Company 003843,REG0003843,BANK003843,NONE,1,2,14350000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V004700,Contractor Company 004700,REG0004700,BANK004700,NONE,1,2,14350000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V004743,Contractor Company 004743,REG0004743,BANK004743,NONE,1,3,14350000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V005354,Contractor Company 005354,REG0005354,BANK005354,NONE,1,3,14350000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V007326,Contractor Company 007326,REG0007326,BANK007326,NONE,1,2,14350000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V007621,Contractor Company 007621,REG0007621,BANK007621,NONE,1,3,14350000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V007899,Contractor Company 007899,REG0007899,BANK007899,NONE,1,3,14350000,Maharashtra,Hingoli,False,False,Standard independent contractor account (single entity routing).
V010372,Contractor Company 010372,REG0010372,BANK010372,NONE,1,3,14350000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V012843,Contractor Company 012843,REG0012843,BANK012843,NONE,1,3,14350000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V013729,Contractor Company 013729,REG0013729,BANK013729,NONE,1,3,14350000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V015810,Contractor Company 015810,REG0015810,BANK015810,NONE,1,3,14350000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V017920,Contractor Company 017920,REG0017920,BANK017920,NONE,1,3,14350000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V025692,Contractor Company 025692,REG0025692,BANK025692,NONE,1,2,14350000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V028458,Contractor Company 028458,REG0028458,BANK028458,NONE,1,3,14350000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V029554,Contractor Company 029554,REG0029554,BANK029554,NONE,1,3,14350000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V036178,Contractor Company 036178,REG0036178,BANK036178,NONE,1,2,14350000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V036204,Contractor Company 036204,REG0036204,BANK036204,NONE,1,2,14350000,Karnataka,Kalaburagi,False,False,Standard independent contractor account (single entity routing).
V036368,Contractor Company 036368,REG0036368,BANK036368,NONE,1,2,14350000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V037646,Contractor Company 037646,REG0037646,BANK037646,NONE,1,3,14350000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V045171,Contractor Company 045171,REG0045171,BANK045171,NONE,1,2,14350000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V045404,Contractor Company 045404,REG0045404,BANK045404,NONE,1,2,14350000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V049300,Contractor Company 049300,REG0049300,BANK049300,NONE,1,3,14350000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V002641,Contractor Company 002641,REG0002641,BANK002641,NONE,1,2,14340000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V004250,Contractor Company 004250,REG0004250,BANK004250,NONE,1,2,14340000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V015710,Contractor Company 015710,REG0015710,BANK015710,NONE,1,3,14340000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V017291,Contractor Company 017291,REG0017291,BANK017291,NONE,1,3,14340000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V017772,Contractor Company 017772,REG0017772,BANK017772,NONE,1,2,14340000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V024874,Contractor Company 024874,REG0024874,BANK024874,NONE,1,3,14340000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V027904,Contractor Company 027904,REG0027904,BANK027904,NONE,1,2,14340000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V036860,Contractor Company 036860,REG0036860,BANK036860,NONE,1,4,14340000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V038503,Contractor Company 038503,REG0038503,BANK038503,NONE,1,3,14340000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V042537,Contractor Company 042537,REG0042537,BANK042537,NONE,1,3,14340000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V044699,Contractor Company 044699,REG0044699,BANK044699,NONE,1,2,14340000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V046759,Contractor Company 046759,REG0046759,BANK046759,NONE,1,2,14340000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V048823,Contractor Company 048823,REG0048823,BANK048823,NONE,1,2,14340000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V049089,Contractor Company 049089,REG0049089,BANK049089,NONE,1,3,14340000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V001826,Contractor Company 001826,REG0001826,BANK001826,NONE,1,2,14330000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V007986,Contractor Company 007986,REG0007986,BANK007986,NONE,1,2,14330000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V011898,Contractor Company 011898,REG0011898,BANK011898,NONE,1,2,14330000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V013214,Contractor Company 013214,REG0013214,BANK013214,NONE,1,2,14330000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V013400,Contractor Company 013400,REG0013400,BANK013400,NONE,1,2,14330000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V016316,Contractor Company 016316,REG0016316,BANK016316,NONE,1,3,14330000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V018332,Contractor Company 018332,REG0018332,BANK018332,NONE,1,3,14330000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V018737,Contractor Company 018737,REG0018737,BANK018737,NONE,1,3,14330000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V018874,Contractor Company 018874,REG0018874,BANK018874,NONE,1,3,14330000,Uttar Pradesh,Prayagraj,False,False,Standard independent contractor account (single entity routing).
V019026,Contractor Company 019026,REG0019026,BANK019026,NONE,1,2,14330000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V022870,Contractor Company 022870,REG0022870,BANK022870,NONE,1,3,14330000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V023310,Contractor Company 023310,REG0023310,BANK023310,NONE,1,4,14330000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V029235,Contractor Company 029235,REG0029235,BANK029235,NONE,1,2,14330000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V029365,Contractor Company 029365,REG0029365,BANK029365,NONE,1,2,14330000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V031658,Contractor Company 031658,REG0031658,BANK031658,NONE,1,2,14330000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V005736,Contractor Company 005736,REG0005736,BANK005736,NONE,1,2,14320000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V017085,Contractor Company 017085,REG0017085,BANK017085,NONE,1,2,14320000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V017648,Contractor Company 017648,REG0017648,BANK017648,NONE,1,4,14320000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V018335,Contractor Company 018335,REG0018335,BANK018335,NONE,1,2,14320000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V023229,Contractor Company 023229,REG0023229,BANK023229,NONE,1,2,14320000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V024602,Contractor Company 024602,REG0024602,BANK024602,NONE,1,2,14320000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V026174,Contractor Company 026174,REG0026174,BANK026174,NONE,1,3,14320000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V031012,Contractor Company 031012,REG0031012,BANK031012,NONE,1,2,14320000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
