Project_ID,ML_Anomaly_Score,Graph_Risk_Score,Photo_Risk_Score,Work_Splitting_Score,Vendor_Concentration_Score,Utilization_Risk_Score,Final_Risk_Score,Risk_Level
P00009840,21,8,0,32,22,3,14,Low
P00009841,17,22,0,7,26,5,12,Low
P00009842,8,19,0,32,24,2,14,Low
P00009843,34,28,0,5,30,0,16,Low
P00009844,30,7,0,21,20,0,13,Low
P00009845,6,31,0,29,30,6,17,Low
P00009846,22,25,70,17,11,3,24,Low
P00009847,32,86,0,20,18,2,26,Low
P00009848,23,15,0,12,79,6,22,Low
P00009849,27,25,0,14,8,5,13,Low
P00009850,35,26,0,16,5,3,14,Low
P00009851,11,49,30,17,22,1,21,Low
P00009852,6,54,0,22,32,0,19,Low
P00009853,32,81,0,22,17,7,26,Low
P00009854,28,31,0,5,25,6,15,Low
P00009855,15,22,0,17,64,6,20,Low
P00009856,55,10,0,9,18,47,23,Low
P00009857,33,25,0,31,10,5,17,Low
P00009858,30,52,0,10,34,5,21,Low
P00009859,6,25,0,23,28,4,14,Low
P00009860,28,18,0,24,15,0,14,Low
P00009861,16,34,70,35,9,28,32,Low
P00009862,33,15,30,23,6,1,18,Low
P00009863,20,51,0,14,25,2,18,Low
P00009864,15,32,0,30,11,2,15,Low
P00009865,16,33,70,31,8,5,27,Low
P00009866,34,12,0,18,27,4,15,Low
P00009867,26,33,30,11,35,26,26,Low
P00009868,5,34,0,27,32,5,17,Low
P00009869,35,17,0,13,5,2,12,Low
P00009870,29,78,0,5,5,7,20,Low
P00009871,27,19,0,10,17,4,12,Low
P00009872,12,33,0,17,9,3,12,Low
P00009873,20,68,0,32,33,4,26,Low
P00009874,28,15,0,5,26,5,13,Low
P00009875,19,67,0,7,11,6,18,Low
P00009876,16,13,0,13,23,7,12,Low
P00009877,28,14,0,35,17,2,16,Low
P00009878,35,30,0,7,31,1,17,Low
P00009879,27,20,0,25,33,4,18,Low
P00009880,6,30,0,18,20,0,12,Low
P00009881,6,51,0,10,24,24,19,Low
P00009882,20,33,0,5,13,1,12,Low
P00009883,9,5,0,14,7,2,6,Low
P00009884,8,58,0,31,16,5,19,Low
P00009885,18,10,0,11,19,0,9,Low
P00009886,21,39,0,26,31,4,20,Low
P00009887,13,30,0,11,9,2,10,Low
P00009888,17,18,0,19,6,1,10,Low
P00009889,13,27,0,35,10,7,15,Low
P00009890,34,35,0,12,33,0,19,Low
P00009891,30,14,0,16,78,36,29,Low
P00009892,74,10,0,12,13,56,27,Low
P00009893,8,5,0,20,13,28,12,Low
P00009894,18,69,70,25,10,4,32,Low
P00009895,67,51,0,34,11,45,34,Low
P00009896,7,6,0,22,33,3,11,Low
P00009897,19,17,0,21,25,1,13,Low
P00009898,17,14,0,12,31,2,12,Low
P00009899,30,9,0,31,5,2,12,Low
P00009900,26,31,0,28,7,1,15,Low
P00009901,31,34,0,27,23,2,19,Low
P00009902,34,13,0,10,11,2,11,Low
P00009903,69,34,0,14,17,56,31,Low
P00009904,34,20,0,16,18,3,15,Low
P00009905,13,10,0,13,19,4,9,Low
P00009906,18,20,0,22,11,0,11,Low
P00009907,76,64,0,27,70,41,46,Medium
P00009908,30,14,0,26,11,3,14,Low
P00009909,15,25,0,11,11,1,10,Low
P00009910,20,18,0,18,10,4,11,Low
P00009911,19,14,0,32,33,0,16,Low
P00009912,23,19,0,17,22,1,13,Low
P00009913,9,14,0,18,14,1,9,Low
P00009914,22,29,0,32,52,0,22,Low
P00009915,29,22,70,13,19,2,25,Low
P00009916,64,23,0,34,26,51,33,Low
P00009917,26,30,0,11,9,0,12,Low
P00009918,20,34,0,29,20,5,18,Low
P00009919,23,14,0,5,61,6,18,Low
P00009920,78,8,0,7,6,43,23,Low
P00009921,27,17,0,19,14,4,13,Low
P00009922,34,29,0,21,17,3,17,Low
P00009923,30,27,0,34,35,3,21,Low
P00009924,7,72,0,16,31,3,21,Low
P00009925,68,20,0,6,31,46,28,Low
P00009926,16,65,0,8,26,6,20,Low
P00009927,15,32,70,16,33,1,27,Low
P00009928,8,32,0,23,14,7,14,Low
P00009929,5,6,0,14,19,7,8,Low
P00009930,13,20,30,26,17,6,18,Low
P00009931,11,32,0,10,19,6,13,Low
P00009932,30,28,0,11,22,5,16,Low
P00009933,25,5,0,30,16,2,13,Low
P00009934,10,18,0,9,8,1,7,Low
P00009935,21,21,0,24,26,3,15,Low
P00009936,19,16,0,33,30,1,16,Low
P00009937,71,57,70,30,30,49,51,Medium
P00009938,26,6,0,11,5,3,8,Low
P00009939,13,13,0,9,5,0,6,Low
P00009940,31,9,0,15,46,5,17,Low
P00009941,15,27,0,34,27,6,18,Low
P00009942,11,64,0,29,89,1,32,Low
P00009943,26,31,30,21,14,2,20,Low
P00009944,10,8,0,16,63,0,16,Low
P00009945,10,84,0,16,62,4,29,Low
P00009946,5,8,0,7,17,3,6,Low
P00009947,7,30,0,35,35,0,17,Low
P00009948,8,53,0,9,28,6,17,Low
P00009949,8,21,30,12,33,2,17,Low
P00009950,13,25,0,8,29,4,13,Low
P00009951,14,30,0,29,15,4,15,Low
P00009952,13,10,0,5,16,6,8,Low
P00009953,32,25,0,13,18,6,15,Low
P00009954,15,6,0,23,22,1,11,Low
P00009955,7,14,30,16,35,6,18,Low
P00009956,31,32,0,35,16,4,19,Low
P00009957,33,28,0,19,15,6,16,Low
P00009958,31,13,0,10,12,4,11,Low
P00009959,37,7,0,26,34,42,24,Low
P00009960,23,8,0,33,10,1,12,Low
P00009961,22,28,0,8,12,4,12,Low
P00009962,33,29,0,8,5,0,12,Low
P00009963,33,17,0,10,14,3,12,Low
P00009964,31,82,0,17,18,4,25,Low
P00009965,22,24,0,18,12,1,12,Low
P00009966,15,71,0,28,34,3,25,Low
P00009967,9,32,0,19,19,1,13,Low
P00009968,21,17,0,25,7,3,12,Low
P00009969,18,6,0,13,19,3,9,Low
P00009970,16,32,70,29,27,6,30,Low
P00009971,32,62,0,35,32,5,27,Low
P00009972,22,24,0,9,24,1,13,Low
P00009973,59,26,0,23,28,54,31,Low
P00009974,11,24,0,28,30,5,16,Low
P00009975,27,34,0,26,34,1,20,Low
P00009976,28,8,0,21,33,2,15,Low
P00009977,7,11,0,22,35,4,13,Low
P00009978,32,18,0,8,34,1,15,Low
P00009979,11,23,0,17,28,3,13,Low
P00009980,25,10,0,26,9,1,11,Low
P00009981,26,25,0,35,24,35,24,Low
P00009982,20,28,0,17,25,1,15,Low
P00009983,18,72,0,28,28,1,24,Low
P00009984,17,44,70,18,15,0,27,Low
P00009985,16,22,0,25,27,3,15,Low
P00009986,25,31,0,26,69,40,31,Low
P00009987,34,68,0,7,33,3,24,Low
P00009988,26,13,0,24,11,3,12,Low
P00009989,34,24,0,20,21,7,17,Low
P00009990,34,25,0,10,56,2,21,Low
P00009991,12,8,0,7,31,7,10,Low
P00009992,64,5,0,26,35,58,31,Low
P00009993,33,12,0,22,22,27,19,Low
P00009994,23,13,0,33,22,5,16,Low
P00009995,10,63,0,5,13,4,15,Low
P00009996,39,17,0,22,18,59,25,Low
P00009997,14,27,0,15,24,0,13,Low
P00009998,14,22,0,20,18,3,12,Low
P00009999,18,11,0,24,26,5,14,Low
P00010000,22,8,0,32,34,3,16,Low
P00010001,25,24,0,10,33,2,15,Low
P00010002,31,19,0,26,24,2,17,Low
P00010003,20,18,0,9,8,3,9,Low
P00010004,27,18,0,7,26,5,13,Low
P00010005,32,29,70,19,9,2,26,Low
P00010006,10,11,0,17,27,5,11,Low
P00010007,24,10,0,13,5,26,13,Low
P00010008,80,21,0,16,28,51,32,Low
P00010009,24,16,0,28,31,5,17,Low
P00010010,34,66,0,15,26,5,24,Low
P00010011,31,65,0,31,5,0,22,Low
P00010012,35,14,0,28,26,4,17,Low
P00010013,33,21,0,20,27,2,17,Low
P00010014,28,7,0,11,33,3,13,Low
P00010015,25,15,0,16,30,6,15,Low
P00010016,13,5,0,18,28,1,10,Low
P00010017,22,5,0,8,9,4,8,Low
P00010018,21,93,0,14,27,0,25,Low
P00010019,30,27,0,24,10,1,15,Low
P00010020,18,26,0,5,27,1,12,Low
P00010021,9,24,0,5,21,1,10,Low
P00010022,32,12,0,6,15,1,11,Low
P00010023,28,26,70,24,27,1,29,Low
P00010024,15,34,0,20,7,1,12,Low
P00010025,17,32,70,29,29,6,30,Low
P00010026,26,7,0,28,10,3,12,Low
P00010027,7,24,0,30,29,1,15,Low
P00010028,15,29,0,12,29,2,14,Low
P00010029,14,80,0,20,9,3,21,Low
P00010030,25,10,0,22,28,4,14,Low
P00010031,26,21,0,35,87,7,29,Low
P00010032,32,13,0,30,26,2,17,Low
P00010033,29,18,0,30,35,5,19,Low
P00010034,13,10,0,6,10,0,6,Low
P00010035,31,35,0,11,10,5,15,Low
P00010036,27,27,0,17,9,3,13,Low
P00010037,21,35,0,14,6,1,12,Low
P00010038,19,17,0,7,17,0,10,Low
P00010039,28,33,0,19,5,0,14,Low
P00010040,69,12,0,10,33,44,28,Low
P00010041,21,81,0,29,81,0,35,Medium
P00010042,34,72,0,29,65,6,34,Low
P00010043,18,27,0,13,15,2,12,Low
P00010044,15,83,0,32,9,0,23,Low
P00010045,33,5,0,27,34,1,16,Low
P00010046,11,18,0,32,29,4,15,Low
P00010047,24,16,0,21,6,1,11,Low
P00010048,19,11,0,30,31,2,15,Low
P00010049,22,35,0,28,10,0,15,Low
P00010050,32,31,0,24,10,25,20,Low
P00010051,8,8,0,23,31,28,16,Low
P00010052,68,17,0,23,26,48,30,Low
P00010053,16,22,0,29,33,5,17,Low
P00010054,32,13,0,21,6,4,12,Low
P00010055,8,7,0,14,58,1,14,Low
P00010056,34,17,0,20,8,4,13,Low
P00010057,19,28,0,13,9,3,12,Low
P00010058,16,28,0,34,14,4,16,Low
P00010059,26,19,0,12,13,4,12,Low
P00010060,6,27,30,12,79,7,26,Low
P00010061,18,20,0,22,20,5,14,Low
P00010062,33,6,0,9,12,0,10,Low
P00010063,14,54,0,34,69,3,29,Low
P00010064,6,12,0,14,65,0,16,Low
P00010065,31,20,70,21,11,2,25,Low
P00010066,66,13,0,33,75,44,38,Medium
P00010067,9,18,0,8,29,6,11,Low
P00010068,11,29,0,24,34,31,21,Low
P00010069,8,28,0,29,20,3,14,Low
P00010070,34,34,70,7,31,22,33,Low
P00010071,34,5,0,16,9,4,11,Low
P00010072,18,8,0,34,23,4,14,Low
P00010073,21,22,0,33,28,0,17,Low
P00010074,5,48,0,35,15,0,17,Low
P00010075,6,23,0,24,11,3,11,Low
P00010076,24,7,0,31,35,26,20,Low
P00010077,12,17,0,34,7,17,14,Low
P00010078,13,79,0,10,79,5,31,Low
P00010079,7,16,0,22,15,2,10,Low
P00010080,18,32,0,32,5,6,15,Low
P00010081,9,6,0,25,29,2,11,Low
P00010082,22,10,70,8,5,0,19,Low
P00010083,17,28,0,6,8,3,10,Low
P00010084,23,12,0,6,22,6,11,Low
P00010085,13,11,0,7,12,0,7,Low
P00010086,9,14,0,19,9,3,9,Low
P00010087,8,20,0,30,7,3,11,Low
P00010088,47,18,0,22,29,45,26,Low
P00010089,14,11,0,26,27,2,13,Low
P00010090,30,10,70,32,23,0,27,Low
P00010091,24,10,70,20,12,7,23,Low
P00010092,33,16,0,15,18,1,13,Low
P00010093,55,17,0,14,9,46,23,Low
P00010094,22,31,0,24,33,20,21,Low
P00010095,12,21,0,9,8,4,9,Low
P00010096,25,14,0,33,25,4,16,Low
P00010097,27,50,70,31,66,29,45,Medium
P00010098,26,17,70,35,17,2,27,Low
P00010099,22,29,0,18,10,3,13,Low
P00010100,24,34,0,19,28,3,18,Low
P00010101,10,26,0,6,77,5,20,Low
P00010102,29,17,0,17,29,6,16,Low
P00010103,34,23,70,14,8,3,25,Low
P00010104,15,25,0,8,83,7,23,Low
P00010105,8,5,0,12,33,0,9,Low
P00010106,16,25,0,6,8,1,9,Low
P00010107,18,11,0,23,22,4,13,Low
P00010108,80,33,0,32,9,48,33,Low
P00010109,35,31,0,24,35,0,20,Low
P00010110,9,35,0,25,31,2,17,Low
P00010111,8,14,0,30,11,0,10,Low
P00010112,10,23,0,24,34,3,15,Low
P00010113,6,15,0,27,34,0,13,Low
P00010114,5,21,0,24,18,0,11,Low
P00010115,20,8,0,16,10,5,9,Low
P00010116,34,16,0,11,5,1,11,Low
P00010117,60,11,70,35,33,58,44,Medium
P00010118,19,29,0,11,13,1,12,Low
P00010119,25,15,0,31,5,1,12,Low
P00010120,6,19,0,33,26,0,14,Low
P00010121,13,47,0,9,28,28,20,Low
P00010122,11,20,0,20,25,1,12,Low
P00010123,32,5,0,31,91,6,27,Low
P00010124,11,7,0,29,10,39,16,Low
P00010125,7,15,0,34,8,0,10,Low
P00010126,16,33,0,10,45,2,17,Low
P00010127,17,31,0,13,30,4,15,Low
P00010128,6,65,0,29,24,0,20,Low
P00010129,33,15,0,34,17,0,16,Low
P00010130,26,32,0,18,6,2,14,Low
P00010131,33,8,0,27,71,23,27,Low
P00010132,5,72,0,34,7,1,19,Low
P00010133,9,23,0,24,8,5,11,Low
P00010134,21,27,0,17,22,5,15,Low
P00010135,6,14,0,32,26,2,13,Low
P00010136,27,29,0,23,35,5,19,Low
P00010137,8,14,70,13,50,4,26,Low
P00010138,19,29,0,26,13,5,15,Low
P00010139,18,27,0,9,12,1,11,Low
P00010140,31,52,0,28,22,6,23,Low
P00010141,28,11,0,22,35,0,16,Low
P00010142,23,60,0,20,34,5,23,Low
P00010143,12,12,0,14,20,5,10,Low
P00010144,11,13,0,6,7,0,6,Low
P00010145,29,60,0,27,8,5,21,Low
P00010146,13,59,0,10,19,6,17,Low
P00010147,23,35,0,6,13,39,19,Low
P00010148,21,18,0,18,14,29,16,Low
P00010149,25,6,0,31,23,4,14,Low
P00010150,13,16,0,23,21,2,12,Low
P00010151,8,22,0,11,13,2,9,Low
P00010152,10,33,0,32,14,37,21,Low
P00010153,21,35,0,28,9,5,16,Low
P00010154,72,22,0,33,22,51,33,Low
P00010155,24,24,0,11,31,1,15,Low
P00010156,5,27,0,13,32,1,13,Low
P00010157,11,22,0,21,6,5,10,Low
P00010158,29,16,0,32,16,0,15,Low
P00010159,27,30,70,21,29,3,30,Low
P00010160,14,30,70,27,29,6,29,Low
P00010161,33,29,0,16,24,5,17,Low
P00010162,11,8,0,20,9,21,11,Low
P00010163,22,27,0,33,33,1,19,Low
P00010164,14,21,0,14,27,3,13,Low
P00010165,33,21,0,29,35,0,19,Low
P00010166,18,86,0,35,29,0,28,Low
P00010167,10,31,0,27,32,1,16,Low
P00010168,17,11,0,34,86,2,25,Low
P00010169,15,33,0,6,34,27,19,Low
P00010170,6,49,0,12,5,0,12,Low
P00010171,55,12,0,16,28,41,25,Low
P00010172,19,29,0,28,82,1,26,Low
P00010173,60,18,30,32,31,42,35,Medium
P00010174,6,22,0,30,39,6,17,Low
P00010175,11,11,0,35,78,5,23,Low
P00010176,28,30,70,6,24,2,26,Low
P00010177,15,66,0,8,75,2,27,Low
P00010178,15,29,0,8,34,5,15,Low
P00010179,21,16,0,7,17,0,10,Low
P00010180,10,7,0,8,21,4,8,Low
P00010181,17,8,0,21,9,2,9,Low
P00010182,6,20,0,34,20,26,17,Low
P00010183,18,10,0,21,16,6,11,Low
P00010184,24,13,0,27,65,6,22,Low
P00010185,21,23,0,32,25,7,18,Low
P00010186,24,11,0,22,19,3,13,Low
P00010187,9,22,0,9,6,5,8,Low
P00010188,16,29,0,29,28,3,17,Low
P00010189,20,47,0,32,31,0,21,Low
P00010190,15,20,0,11,24,5,12,Low
P00010191,31,12,0,30,32,3,18,Low
P00010192,27,31,0,31,11,4,17,Low
P00010193,9,12,0,34,17,5,12,Low
P00010194,24,29,0,27,60,1,23,Low
P00010195,56,15,0,30,16,46,27,Low
P00010196,8,35,0,27,23,6,16,Low
P00010197,20,24,0,29,7,2,13,Low
P00010198,7,62,0,5,19,0,15,Low
P00010199,34,22,0,13,20,4,15,Low
P00010200,80,8,0,29,34,45,32,Low
P00010201,12,31,0,9,63,1,19,Low
P00010202,11,35,0,34,31,5,19,Low
P00010203,21,33,30,22,23,2,21,Low
P00010204,22,25,0,11,9,31,16,Low
P00010205,27,18,0,34,8,3,15,Low
P00010206,20,35,0,5,27,0,14,Low
P00010207,10,30,0,33,19,5,16,Low
P00010208,57,8,0,8,31,55,26,Low
P00010209,15,8,0,30,33,2,14,Low
P00010210,27,21,0,20,7,5,13,Low
P00010211,6,18,0,5,6,4,6,Low
P00010212,26,26,30,19,63,4,28,Low
P00010213,19,13,0,17,9,6,10,Low
P00010214,28,33,0,29,47,6,23,Low
P00010215,24,24,0,24,16,30,19,Low
P00010216,7,23,0,17,58,5,18,Low
P00010217,25,14,0,7,14,1,10,Low
P00010218,24,9,0,16,9,1,9,Low
P00010219,26,18,0,27,46,3,20,Low
P00010220,8,28,70,7,56,0,28,Low
P00010221,35,69,0,35,22,2,27,Low
P00010222,21,10,0,32,24,0,14,Low
P00010223,22,21,0,28,7,28,17,Low
P00010224,10,17,0,15,5,6,8,Low
P00010225,13,21,0,33,14,1,13,Low
P00010226,21,20,0,32,26,6,17,Low
P00010227,12,23,0,35,54,0,20,Low
P00010228,24,25,30,29,24,2,22,Low
P00010229,5,55,0,26,6,4,16,Low
P00010230,25,26,0,33,14,0,16,Low
P00010231,20,63,30,12,6,7,23,Low
P00010232,32,16,0,15,35,4,17,Low
P00010233,32,18,0,14,63,3,21,Low
P00010234,32,18,0,23,21,2,16,Low
P00010235,13,22,0,24,17,25,16,Low
P00010236,6,20,0,12,29,6,12,Low
P00010237,16,31,0,10,32,2,15,Low
P00010238,9,30,0,12,18,5,12,Low
P00010239,44,9,0,10,30,52,24,Low
P00010240,33,65,0,6,5,0,18,Low
P00010241,30,29,0,33,29,5,21,Low
P00010242,21,18,0,26,29,1,15,Low
P00010243,25,13,0,32,46,3,19,Low
P00010244,17,27,0,32,7,5,14,Low
P00010245,11,11,0,8,32,0,10,Low
P00010246,19,34,0,15,25,3,16,Low
P00010247,8,33,0,21,30,7,16,Low
P00010248,21,66,0,22,8,1,19,Low
P00010249,53,22,0,15,27,53,28,Low
P00010250,23,35,0,11,13,1,13,Low
P00010251,22,24,0,13,27,3,14,Low
P00010252,57,17,0,35,25,58,32,Low
P00010253,27,26,0,8,72,3,22,Low
P00010254,16,25,0,19,12,7,13,Low
P00010255,34,35,0,16,6,1,15,Low
P00010256,34,23,0,32,9,2,16,Low
P00010257,13,5,0,35,22,0,12,Low
P00010258,14,31,0,22,12,5,14,Low
P00010259,35,12,0,27,28,5,17,Low
P00010260,9,29,0,6,21,3,11,Low
P00010261,25,5,0,9,24,7,11,Low
P00010262,31,10,0,16,35,2,15,Low
P00010263,25,21,0,33,7,7,15,Low
P00010264,28,74,0,30,26,5,27,Low
P00010265,44,15,0,10,18,46,22,Low
P00010266,11,35,0,24,25,6,16,Low
P00010267,17,21,0,13,13,1,10,Low
P00010268,23,27,30,29,9,2,20,Low
P00010269,23,11,70,35,6,4,24,Low
P00010270,28,5,0,13,33,0,13,Low
P00010271,22,54,0,30,27,0,22,Low
P00010272,34,5,0,32,16,1,14,Low
P00010273,24,18,0,33,35,5,19,Low
P00010274,25,14,0,31,23,0,15,Low
P00010275,15,24,0,9,16,3,11,Low
P00010276,20,24,0,13,24,0,13,Low
P00010277,19,22,0,5,15,6,11,Low
P00010278,47,5,0,12,11,49,20,Low
P00010279,13,14,0,33,23,3,14,Low
P00010280,5,35,0,29,29,1,16,Low
P00010281,20,19,0,9,13,0,10,Low
P00010282,21,30,0,23,9,4,14,Low
P00010283,10,34,70,10,11,2,22,Low
P00010284,57,57,0,6,7,56,30,Low
P00010285,22,20,0,13,24,1,13,Low
P00010286,24,21,0,25,11,6,14,Low
P00010287,18,17,0,31,10,25,16,Low
P00010288,35,27,0,26,31,2,20,Low
P00010289,15,6,0,17,35,3,12,Low
P00010290,35,5,0,31,21,46,23,Low
P00010291,25,14,0,33,81,4,26,Low
P00010292,14,19,0,26,9,7,12,Low
P00010293,25,33,0,28,27,5,19,Low
P00010294,17,23,70,19,59,2,31,Low
P00010295,8,21,0,23,14,1,11,Low
P00010296,24,28,0,5,65,4,21,Low
P00010297,19,15,0,11,50,6,16,Low
P00010298,12,21,0,34,33,34,22,Low
P00010299,8,84,0,17,28,5,23,Low
P00010300,30,63,70,14,18,4,33,Low
P00010301,33,7,0,16,25,4,14,Low
P00010302,30,35,70,23,21,6,30,Low
P00010303,29,21,30,18,31,2,21,Low
P00010304,56,26,0,25,32,44,30,Low
P00010305,23,15,0,22,33,6,16,Low
P00010306,20,8,70,14,8,4,20,Low
P00010307,27,23,0,31,34,3,19,Low
P00010308,22,32,0,23,24,1,17,Low
P00010309,11,12,0,24,11,2,10,Low
P00010310,33,34,0,16,7,1,15,Low
P00010311,26,21,0,30,27,2,17,Low
P00010312,18,25,0,18,15,4,13,Low
P00010313,13,68,0,21,24,1,21,Low
P00010314,16,5,0,27,5,6,9,Low
P00010315,23,21,0,32,20,0,16,Low
P00010316,10,10,0,11,14,0,7,Low
P00010317,11,63,0,9,78,6,27,Low
P00010318,15,26,0,21,33,7,17,Low
P00010319,35,18,0,27,9,20,18,Low
P00010320,11,29,0,6,22,4,12,Low
P00010321,28,9,0,19,18,1,12,Low
P00010322,15,65,0,26,22,4,22,Low
P00010323,10,35,0,7,15,5,12,Low
P00010324,26,30,0,20,24,3,17,Low
P00010325,8,5,0,24,7,35,13,Low
P00010326,13,8,0,25,10,7,10,Low
P00010327,30,30,0,11,71,5,24,Low
P00010328,27,13,70,5,6,4,20,Low
P00010329,20,34,0,27,26,2,18,Low
P00010330,8,66,0,5,8,0,14,Low
P00010331,34,26,0,35,20,0,19,Low
P00010332,29,5,0,34,12,2,13,Low
P00010333,9,65,0,9,20,3,17,Low
P00010334,49,21,0,10,9,56,24,Low
P00010335,19,7,0,32,26,2,14,Low
P00010336,30,64,0,13,14,3,20,Low
P00010337,7,9,0,25,9,2,8,Low
P00010338,9,27,30,11,30,4,18,Low
P00010339,11,17,0,12,73,3,19,Low
P00010340,30,30,70,32,33,1,32,Low
P00010341,13,5,0,16,24,1,9,Low
P00010342,31,35,0,19,21,5,18,Low
P00010343,15,10,0,20,32,4,13,Low
P00010344,19,64,0,5,33,4,20,Low
P00010345,21,14,0,18,33,7,15,Low
P00010346,33,9,0,22,67,3,22,Low
P00010347,10,33,30,31,35,1,23,Low
P00010348,17,22,0,34,27,6,17,Low
P00010349,28,82,0,27,28,4,28,Low
P00010350,15,8,30,14,29,7,17,Low
P00010351,6,29,0,23,5,29,15,Low
P00010352,25,31,0,6,14,5,13,Low
P00010353,21,31,0,9,5,2,11,Low
P00010354,17,11,0,15,74,2,19,Low
P00010355,33,34,0,29,28,1,20,Low
P00010356,20,14,0,8,18,4,10,Low
P00010357,9,22,0,7,27,4,11,Low
P00010358,45,23,0,23,20,44,25,Low
P00010359,5,26,0,31,8,0,11,Low
P00010360,6,16,30,10,22,1,14,Low
P00010361,17,32,0,20,11,7,14,Low
P00010362,34,23,0,5,71,5,23,Low
P00010363,22,20,70,18,13,4,24,Low
P00010364,18,77,0,33,35,0,27,Low
P00010365,12,8,0,31,29,31,18,Low
P00010366,14,19,0,10,31,0,12,Low
P00010367,29,20,0,12,19,5,14,Low
P00010368,20,33,0,10,13,4,13,Low
P00010369,16,9,0,15,32,5,12,Low
P00010370,7,24,70,24,12,1,23,Low
P00010371,14,28,0,31,9,1,13,Low
P00010372,22,28,0,7,29,4,15,Low
P00010373,8,21,0,28,26,31,19,Low
P00010374,28,33,0,28,24,40,25,Low
P00010375,22,24,0,24,5,1,12,Low
P00010376,9,9,0,23,10,40,15,Low
P00010377,26,45,70,24,12,6,30,Low
P00010378,7,6,0,28,6,3,8,Low
P00010379,33,39,0,8,62,4,24,Low
P00010380,12,17,0,21,32,5,14,Low
P00010381,6,30,0,29,27,0,15,Low
P00010382,9,9,0,30,33,4,14,Low
P00010383,71,10,70,16,10,46,37,Medium
P00010384,17,35,0,33,33,3,20,Low
P00010385,22,13,0,34,30,5,17,Low
P00010386,74,6,0,20,14,44,26,Low
P00010387,16,27,0,18,26,7,15,Low
P00010388,31,11,0,35,27,1,17,Low
P00010389,9,33,0,18,27,5,15,Low
P00010390,26,13,0,8,20,1,11,Low
P00010391,27,16,0,8,14,3,11,Low
P00010392,7,16,0,5,21,1,8,Low
P00010393,32,7,0,27,62,0,21,Low
P00010394,19,5,0,24,34,5,14,Low
P00010395,13,14,0,16,16,5,10,Low
P00010396,27,20,0,28,9,1,14,Low
P00010397,29,20,0,18,31,6,17,Low
P00010398,26,22,0,25,64,3,23,Low
P00010399,33,14,0,11,32,3,15,Low
P00010400,27,22,0,13,22,2,14,Low
P00010401,22,44,0,9,34,40,24,Low
P00010402,31,30,0,23,28,0,18,Low
P00010403,16,32,0,26,12,7,15,Low
P00010404,25,28,0,15,11,1,13,Low
P00010405,31,12,0,9,22,5,13,Low
P00010406,25,19,0,15,13,2,12,Low
P00010407,15,26,0,25,14,4,14,Low
P00010408,20,14,0,34,44,6,19,Low
P00010409,5,31,0,26,61,5,21,Low
P00010410,10,31,0,24,18,0,13,Low
P00010411,27,65,70,34,19,5,36,Medium
P00010412,13,35,0,32,17,7,17,Low
P00010413,9,24,0,18,14,0,10,Low
P00010414,34,77,0,26,34,5,29,Low
P00010415,31,64,0,21,20,4,23,Low
P00010416,23,50,0,17,27,0,19,Low
P00010417,30,26,0,17,20,5,16,Low
P00010418,8,6,70,9,61,0,25,Low
P00010419,5,9,0,15,32,0,10,Low
P00010420,8,20,0,31,7,1,11,Low
P00010421,25,28,0,11,29,0,15,Low
P00010422,6,32,0,7,8,1,9,Low
P00010423,26,13,0,34,14,3,15,Low
P00010424,31,29,0,26,21,4,18,Low
P00010425,12,51,0,24,7,2,16,Low
P00010426,26,27,0,19,57,0,21,Low
P00010427,18,55,30,25,29,0,26,Low
P00010428,29,33,0,23,20,2,17,Low
P00010429,12,34,0,8,35,1,15,Low
P00010430,70,59,0,34,23,42,38,Medium
P00010431,6,26,0,23,50,1,17,Low
P00010432,31,51,0,27,16,0,20,Low
P00010433,26,33,0,6,18,5,14,Low
P00010434,11,33,0,32,5,2,13,Low
P00010435,28,28,0,5,17,6,14,Low
P00010436,33,24,0,7,5,7,12,Low
P00010437,38,48,0,15,20,55,29,Low
P00010438,30,15,0,35,27,2,18,Low
P00010439,26,21,70,14,34,0,27,Low
P00010440,12,8,0,28,7,1,9,Low
P00010441,24,16,0,7,25,0,12,Low
P00010442,22,26,0,10,13,6,12,Low
P00010443,15,25,0,31,77,4,25,Low
P00010444,5,14,0,25,28,6,13,Low
P00010445,27,7,70,7,27,1,23,Low
P00010446,33,77,0,32,35,0,29,Low
P00010447,10,7,0,15,30,4,11,Low
P00010448,17,6,0,5,16,2,7,Low
P00010449,5,10,0,14,30,1,10,Low
P00010450,7,18,0,35,28,7,15,Low
P00010451,7,60,0,5,30,6,18,Low
P00010452,27,31,0,21,22,5,17,Low
P00010453,5,31,0,7,5,3,8,Low
P00010454,32,24,0,23,28,1,18,Low
P00010455,26,16,0,25,35,4,17,Low
P00010456,28,11,0,31,50,3,20,Low
P00010457,16,17,0,20,16,6,12,Low
P00010458,25,12,30,18,19,6,18,Low
P00010459,34,19,0,21,32,1,17,Low
P00010460,27,18,0,13,8,5,11,Low
P00010461,19,14,0,20,15,1,11,Low
P00010462,26,30,0,12,22,26,19,Low
P00010463,34,17,0,30,30,7,19,Low
P00010464,18,24,0,19,23,7,15,Low
P00010465,34,32,0,26,14,59,27,Low
P00010466,11,17,0,7,21,5,10,Low
P00010467,8,16,0,24,22,3,12,Low
P00010468,16,14,0,10,30,1,11,Low
P00010469,63,35,0,13,58,54,37,Medium
P00010470,25,10,0,33,11,5,14,Low
