Payment_ID,Project_ID,Vendor_ID,Invoice_ID,Payment_Date,Payment_Amount,Payment_Type
PAY000034221,P00017105,V004212,INV000034221,2025-07-16,1522892,First Installment
PAY000034222,P00017105,V004212,INV000034222,2025-11-16,3417108,Final Installment
PAY000034223,P00017106,V046490,INV000034223,2025-05-17,3202624,First Installment
PAY000034224,P00017106,V046490,INV000034224,2025-05-09,3497376,Final Installment
PAY000034225,P00017107,V026221,INV000034225,2025-06-06,3050000,First Installment
PAY000034226,P00017108,V019735,INV000034226,2025-11-21,2573588,First Installment
PAY000034227,P00017108,V019735,INV000034227,2025-08-31,5546412,Final Installment
PAY000034228,P00017109,V041047,INV000034228,2025-05-19,2962730,First Installment
PAY000034229,P00017109,V041047,INV000034229,2025-06-19,3507472,Intermediate Installment
PAY000034230,P00017109,V041047,INV000034230,2025-09-16,2469798,Final Installment
PAY000034231,P00017110,V044125,INV000034231,2025-09-17,4630000,First Installment
PAY000034232,P00017111,V001249,INV000034232,2025-09-13,2082891,First Installment
PAY000034233,P00017111,V001249,INV000034233,2025-07-21,3697109,Final Installment
PAY000034234,P00017112,V010495,INV000034234,2025-06-16,3069013,First Installment
PAY000034235,P00017112,V010495,INV000034235,2025-08-02,6410987,Final Installment
PAY000034236,P00017113,V011538,INV000034236,2025-07-11,4348518,First Installment
PAY000034237,P00017113,V011538,INV000034237,2025-11-07,3671482,Final Installment
PAY000034238,P00017114,V002375,INV000034238,2025-08-09,1191901,First Installment
PAY000034239,P00017114,V002375,INV000034239,2025-09-25,828099,Final Installment
PAY000034240,P00017115,V029673,INV000034240,2025-09-29,4762338,First Installment
PAY000034241,P00017115,V029673,INV000034241,2025-12-04,3367662,Final Installment
PAY000034242,P00017116,V014023,INV000034242,2025-12-28,2566341,First Installment
PAY000034243,P00017116,V014023,INV000034243,2025-08-29,3143659,Final Installment
PAY000034244,P00017117,V008328,INV000034244,2025-06-25,2539787,First Installment
PAY000034245,P00017117,V008328,INV000034245,2025-05-29,3170213,Final Installment
PAY000034246,P00017118,V005746,INV000034246,2025-03-16,2408578,First Installment
PAY000034247,P00017118,V005746,INV000034247,2025-07-22,3171422,Final Installment
PAY000034248,P00017119,V030138,INV000034248,2025-04-04,2769469,First Installment
PAY000034249,P00017119,V030138,INV000034249,2025-06-04,4770531,Final Installment
PAY000034250,P00017120,V023509,INV000034250,2025-12-07,4068366,First Installment
PAY000034251,P00017120,V023509,INV000034251,2025-11-25,923658,Intermediate Installment
PAY000034252,P00017120,V023509,INV000034252,2025-10-25,1847976,Final Installment
PAY000034253,P00017121,V049514,INV000034253,2025-07-09,5366191,First Installment
PAY000034254,P00017121,V049514,INV000034254,2025-10-16,3993809,Final Installment
PAY000034255,P00017122,V034611,INV000034255,2025-10-18,8570000,First Installment
PAY000034256,P00017123,V044449,INV000034256,2025-08-13,5250000,First Installment
PAY000034257,P00017124,V037442,INV000034257,2025-10-19,871641,First Installment
PAY000034258,P00017124,V037442,INV000034258,2025-07-01,668359,Final Installment
PAY000034259,P00017125,V013500,INV000034259,2025-03-25,2484280,First Installment
PAY000034260,P00017125,V013500,INV000034260,2025-05-26,5375720,Final Installment
PAY000034261,P00017126,V032430,INV000034261,2025-02-22,3244345,First Installment
PAY000034262,P00017126,V032430,INV000034262,2025-03-24,6355655,Final Installment
PAY000034263,P00017127,V021782,INV000034263,2025-10-12,2621055,First Installment
PAY000034264,P00017127,V021782,INV000034264,2025-05-29,3358945,Final Installment
PAY000034265,P00017128,V019488,INV000034265,2025-07-05,2284256,First Installment
PAY000034266,P00017128,V019488,INV000034266,2025-10-08,1092008,Intermediate Installment
PAY000034267,P00017128,V019488,INV000034267,2025-05-31,1123736,Final Installment
PAY000034268,P00017129,V023537,INV000034268,2025-10-31,399563,First Installment
PAY000034269,P00017129,V023537,INV000034269,2025-11-06,630437,Final Installment
PAY000034270,P00017130,V047857,INV000034270,2025-07-22,2074173,First Installment
PAY000034271,P00017130,V047857,INV000034271,2025-06-14,2995827,Final Installment
PAY000034272,P00017131,V032904,INV000034272,2025-08-21,3754576,First Installment
PAY000034273,P00017131,V032904,INV000034273,2025-09-11,5245424,Final Installment
PAY000034274,P00017132,V001087,INV000034274,2025-03-08,5750000,First Installment
PAY000034275,P00017133,V000209,INV000034275,2025-10-26,6350000,First Installment
PAY000034276,P00017134,V010280,INV000034276,2025-05-01,1979532,First Installment
PAY000034277,P00017134,V010280,INV000034277,2025-03-26,3480468,Final Installment
PAY000034278,P00017135,V005805,INV000034278,2025-07-14,7830000,First Installment
PAY000034279,P00017136,V049666,INV000034279,2025-07-18,1470587,First Installment
PAY000034280,P00017136,V049666,INV000034280,2025-08-06,602194,Intermediate Installment
PAY000034281,P00017136,V049666,INV000034281,2025-06-04,907219,Final Installment
PAY000034282,P00017137,V026368,INV000034282,2025-05-27,1761076,First Installment
PAY000034283,P00017137,V026368,INV000034283,2025-08-06,1531366,Intermediate Installment
PAY000034284,P00017137,V026368,INV000034284,2025-07-31,1277558,Final Installment
PAY000034285,P00017138,V026417,INV000034285,2025-04-24,2110000,First Installment
PAY000034286,P00017139,V021744,INV000034286,2026-02-15,4768605,First Installment
PAY000034287,P00017139,V021744,INV000034287,2025-11-27,4981395,Final Installment
PAY000034288,P00017140,V013041,INV000034288,2025-09-20,4332144,First Installment
PAY000034289,P00017140,V013041,INV000034289,2025-08-08,2454863,Intermediate Installment
PAY000034290,P00017140,V013041,INV000034290,2025-06-10,2202993,Final Installment
PAY000034291,P00017141,V027167,INV000034291,2025-06-11,1680000,First Installment
PAY000034292,P00017142,V023786,INV000034292,2025-04-07,3600000,First Installment
PAY000034293,P00017143,V005087,INV000034293,2025-06-14,3980000,First Installment
PAY000034294,P00017144,V033802,INV000034294,2025-11-04,4846728,First Installment
PAY000034295,P00017144,V033802,INV000034295,2026-02-03,5113272,Final Installment
PAY000034296,P00017145,V045107,INV000034296,2025-06-09,1514793,First Installment
PAY000034297,P00017145,V045107,INV000034297,2025-03-16,1155207,Final Installment
PAY000034298,P00017146,V032454,INV000034298,2025-06-12,1541559,First Installment
PAY000034299,P00017146,V032454,INV000034299,2025-06-01,1598441,Final Installment
PAY000034300,P00017147,V033964,INV000034300,2025-07-22,2522708,First Installment
PAY000034301,P00017147,V033964,INV000034301,2025-05-22,797208,Intermediate Installment
PAY000034302,P00017147,V033964,INV000034302,2025-06-30,1350084,Final Installment
PAY000034303,P00017148,V027674,INV000034303,2025-12-19,342173,First Installment
PAY000034304,P00017148,V027674,INV000034304,2025-10-15,120617,Intermediate Installment
PAY000034305,P00017148,V027674,INV000034305,2025-10-13,177210,Final Installment
PAY000034306,P00017149,V007371,INV000034306,2025-12-25,1650000,First Installment
PAY000034307,P00017150,V042319,INV000034307,2025-10-29,829174,First Installment
PAY000034308,P00017150,V042319,INV000034308,2025-07-09,1220826,Final Installment
PAY000034309,P00017151,V048596,INV000034309,2025-05-09,1951844,First Installment
PAY000034310,P00017151,V048596,INV000034310,2025-03-12,1728156,Final Installment
PAY000034311,P00017152,V041708,INV000034311,2025-04-16,550000,First Installment
PAY000034312,P00017153,V013308,INV000034312,2025-09-19,6930000,First Installment
PAY000034313,P00017154,V029683,INV000034313,2025-12-01,832162,First Installment
PAY000034314,P00017154,V029683,INV000034314,2025-09-13,1717838,Final Installment
PAY000034315,P00017155,V045973,INV000034315,2025-11-04,1448407,First Installment
PAY000034316,P00017155,V045973,INV000034316,2025-10-29,2761593,Final Installment
PAY000034317,P00017156,V005723,INV000034317,2025-07-31,663317,First Installment
PAY000034318,P00017156,V005723,INV000034318,2025-11-03,775648,Intermediate Installment
PAY000034319,P00017156,V005723,INV000034319,2025-06-24,771035,Final Installment
PAY000034320,P00017157,V018462,INV000034320,2025-07-02,2758254,First Installment
PAY000034321,P00017157,V018462,INV000034321,2025-07-13,2741746,Final Installment
PAY000034322,P00017158,V038543,INV000034322,2025-12-26,198071,First Installment
PAY000034323,P00017158,V038543,INV000034323,2025-09-12,152352,Intermediate Installment
PAY000034324,P00017158,V038543,INV000034324,2025-12-05,189577,Final Installment
PAY000034325,P00017159,V019024,INV000034325,2025-11-13,8390000,First Installment
PAY000034326,P00017160,V027771,INV000034326,2025-07-02,3438979,First Installment
PAY000034327,P00017160,V027771,INV000034327,2025-10-22,4051021,Final Installment
PAY000034328,P00017161,V020715,INV000034328,2025-07-09,4990000,First Installment
PAY000034329,P00017162,V036283,INV000034329,2025-06-11,2706226,First Installment
PAY000034330,P00017162,V036283,INV000034330,2025-03-31,2223774,Final Installment
PAY000034331,P00017163,V041830,INV000034331,2025-05-14,2195501,First Installment
PAY000034332,P00017163,V041830,INV000034332,2025-07-31,1463903,Intermediate Installment
PAY000034333,P00017163,V041830,INV000034333,2025-04-13,2590596,Final Installment
PAY000034334,P00017164,V031060,INV000034334,2025-12-13,835527,First Installment
PAY000034335,P00017164,V031060,INV000034335,2025-12-04,1744473,Final Installment
PAY000034336,P00017165,V004054,INV000034336,2025-07-26,7500000,First Installment
PAY000034337,P00017166,V000838,INV000034337,2025-07-23,5630000,First Installment
PAY000034338,P00017167,V023404,INV000034338,2025-12-07,2374133,First Installment
PAY000034339,P00017167,V023404,INV000034339,2025-08-19,2805867,Final Installment
PAY000034340,P00017168,V005620,INV000034340,2025-06-11,2809695,First Installment
PAY000034341,P00017168,V005620,INV000034341,2025-06-18,1940305,Final Installment
PAY000034342,P00017169,V047720,INV000034342,2025-12-23,949672,First Installment
PAY000034343,P00017169,V047720,INV000034343,2025-08-10,650328,Final Installment
PAY000034344,P00017170,V003269,INV000034344,2025-10-18,5394291,First Installment
PAY000034345,P00017170,V003269,INV000034345,2025-11-20,4515709,Final Installment
PAY000034346,P00017171,V040757,INV000034346,2025-10-08,710623,First Installment
PAY000034347,P00017171,V040757,INV000034347,2025-10-06,639377,Final Installment
PAY000034348,P00017172,V003275,INV000034348,2025-04-13,4980177,First Installment
PAY000034349,P00017172,V003275,INV000034349,2025-06-04,3909823,Final Installment
PAY000034350,P00017173,V042114,INV000034350,2025-09-02,1505258,First Installment
PAY000034351,P00017173,V042114,INV000034351,2025-08-10,1954742,Final Installment
PAY000034352,P00017174,V016030,INV000034352,2025-05-29,4962955,First Installment
PAY000034353,P00017174,V016030,INV000034353,2025-06-09,3947045,Final Installment
PAY000034354,P00017175,V010888,INV000034354,2025-05-21,1228208,First Installment
PAY000034355,P00017175,V010888,INV000034355,2025-05-05,1741792,Final Installment
PAY000034356,P00017176,V015144,INV000034356,2025-10-19,505824,First Installment
PAY000034357,P00017176,V015144,INV000034357,2025-09-20,354176,Final Installment
PAY000034358,P00017177,V046970,INV000034358,2025-07-10,3126415,First Installment
PAY000034359,P00017177,V046970,INV000034359,2025-11-24,2634342,Intermediate Installment
PAY000034360,P00017177,V046970,INV000034360,2025-10-26,2189243,Final Installment
PAY000034361,P00017178,V048785,INV000034361,2025-07-10,2768644,First Installment
PAY000034362,P00017178,V048785,INV000034362,2025-03-27,1477919,Intermediate Installment
PAY000034363,P00017178,V048785,INV000034363,2025-03-19,2543437,Final Installment
PAY000034364,P00017179,V030439,INV000034364,2025-08-23,4023982,First Installment
PAY000034365,P00017179,V030439,INV000034365,2025-09-02,2401813,Intermediate Installment
PAY000034366,P00017179,V030439,INV000034366,2025-06-13,1624205,Final Installment
PAY000034367,P00017180,V046179,INV000034367,2025-03-17,949170,First Installment
PAY000034368,P00017180,V046179,INV000034368,2025-05-12,2100830,Final Installment
PAY000034369,P00017181,V024773,INV000034369,2025-06-18,2408497,First Installment
PAY000034370,P00017181,V024773,INV000034370,2025-03-02,2111503,Final Installment
PAY000034371,P00017182,V016448,INV000034371,2025-08-13,2294753,First Installment
PAY000034372,P00017182,V016448,INV000034372,2025-09-29,4655247,Final Installment
PAY000034373,P00017183,V040400,INV000034373,2025-10-18,1123296,First Installment
PAY000034374,P00017183,V040400,INV000034374,2025-06-04,398250,Intermediate Installment
PAY000034375,P00017183,V040400,INV000034375,2025-09-27,538454,Final Installment
PAY000034376,P00017184,V002084,INV000034376,2025-09-15,4910420,First Installment
PAY000034377,P00017184,V002084,INV000034377,2025-08-27,3569580,Final Installment
PAY000034378,P00017185,V027215,INV000034378,2025-04-25,2181269,First Installment
PAY000034379,P00017185,V027215,INV000034379,2025-04-29,2228731,Final Installment
PAY000034380,P00017186,V014327,INV000034380,2025-09-01,2400000,First Installment
PAY000034381,P00017187,V035505,INV000034381,2025-08-09,3667501,First Installment
PAY000034382,P00017187,V035505,INV000034382,2025-10-04,2459244,Intermediate Installment
PAY000034383,P00017187,V035505,INV000034383,2025-11-07,3433255,Final Installment
PAY000034384,P00017188,V043089,INV000034384,2025-07-31,9310000,First Installment
PAY000034385,P00017189,V020173,INV000034385,2025-07-31,2270359,First Installment
PAY000034386,P00017189,V020173,INV000034386,2025-06-12,3779641,Final Installment
PAY000034387,P00017190,V006680,INV000034387,2025-04-23,3710000,First Installment
PAY000034388,P00017191,V000619,INV000034388,2025-08-03,2242680,First Installment
PAY000034389,P00017191,V000619,INV000034389,2025-07-18,1019019,Intermediate Installment
PAY000034390,P00017191,V000619,INV000034390,2025-05-09,1018301,Final Installment
PAY000034391,P00017192,V040580,INV000034391,2025-04-16,4243246,First Installment
PAY000034392,P00017192,V040580,INV000034392,2025-04-08,1772799,Intermediate Installment
PAY000034393,P00017192,V040580,INV000034393,2025-08-06,3563955,Final Installment
PAY000034394,P00017193,V010991,INV000034394,2025-05-25,3328240,First Installment
PAY000034395,P00017193,V010991,INV000034395,2025-05-26,2371760,Final Installment
PAY000034396,P00017194,V040428,INV000034396,2025-05-15,1740230,First Installment
PAY000034397,P00017194,V040428,INV000034397,2025-05-04,748817,Intermediate Installment
PAY000034398,P00017194,V040428,INV000034398,2025-05-25,620953,Final Installment
PAY000034399,P00017195,V026222,INV000034399,2025-09-14,278017,First Installment
PAY000034400,P00017195,V026222,INV000034400,2025-07-23,273091,Intermediate Installment
PAY000034401,P00017195,V026222,INV000034401,2025-10-03,288892,Final Installment
PAY000034402,P00017196,V015806,INV000034402,2025-07-21,645176,First Installment
PAY000034403,P00017196,V015806,INV000034403,2025-03-16,444824,Final Installment
PAY000034404,P00017197,V009725,INV000034404,2025-10-15,2883024,First Installment
PAY000034405,P00017197,V009725,INV000034405,2025-10-19,1667362,Intermediate Installment
PAY000034406,P00017197,V009725,INV000034406,2025-11-21,2899614,Final Installment
PAY000034407,P00017198,V018057,INV000034407,2025-09-23,1767645,First Installment
PAY000034408,P00017198,V018057,INV000034408,2025-08-27,2612355,Final Installment
PAY000034409,P00017199,V031514,INV000034409,2025-12-21,1630000,First Installment
PAY000034410,P00017200,V037679,INV000034410,2025-05-22,399569,First Installment
PAY000034411,P00017200,V037679,INV000034411,2025-06-01,390431,Final Installment
PAY000034412,P00017201,V022416,INV000034412,2025-07-17,1444032,First Installment
