Photo_ID,Project_ID,Photo_Date,Latitude,Longitude,Claimed_Latitude,Claimed_Longitude,GPS_Distance_KM,Photo_Hash,Duplicate_Photo_Flag,GPS_Verification
PH00018348,P00018348,2025-08-19,11.168146,87.108632,11.168146,87.108632,0.05,3912fd70414169f1,No,Verified
PH00018349,P00018349,2026-02-02,30.752523,75.642164,30.752523,75.642164,0.33,e42f39aaf169549c,No,Verified
PH00018350,P00018350,2025-08-28,16.608218,96.987823,16.608218,96.987823,0.49,3b5fbd3abcbe0b50,No,Verified
PH00018351,P00018351,2025-06-23,21.868102,90.548686,21.868102,90.548686,0.11,1a6263d1a381ffb0,No,Verified
PH00018352,P00018352,2025-04-08,16.494947,81.756295,17.194661,82.270945,48.02,b53f930d47f4cc02,No,Mismatch
PH00018353,P00018353,2025-04-22,13.53613,93.448768,13.53613,93.448768,0.11,0b94ce645708352a,No,Verified
PH00018354,P00018354,2026-01-12,34.849609,80.682875,34.849609,80.682875,0.27,ff5a9f7b860aba7c,No,Verified
PH00018355,P00018355,2025-12-23,30.042566,90.393768,30.042566,90.393768,0.31,668d6d80be43dd8e,No,Verified
PH00018356,P00018356,2025-08-22,16.700266,80.638278,16.700266,80.638278,0.06,d8ba8cee631b7a24,No,Verified
PH00018357,P00018357,2025-10-10,14.082266,92.545634,14.082266,92.545634,0.21,c6293014e0f7d9fe,No,Verified
PH00018358,P00018358,2025-11-20,26.009825,79.874404,26.009825,79.874404,0.31,bb1b938a4191550d,No,Verified
PH00018359,P00018359,2025-09-26,32.061437,75.894773,32.061437,75.894773,0.19,190fc68c9d299591,No,Verified
PH00018360,P00018360,2025-04-22,30.45701,71.980087,30.45701,71.980087,0.18,946d78ca43df8695,No,Verified
PH00018361,P00018361,2025-09-10,12.922202,82.418264,12.922202,82.418264,0.07,5a0819a3b9ad9e8d,No,Verified
PH00018362,P00018362,2025-09-04,27.325772,94.555865,27.325772,94.555865,0.28,3b66480e8bb8b5fc,No,Verified
PH00018363,P00018363,2025-07-04,11.213809,95.288474,11.213809,95.288474,0.34,3e19048e7e141892,No,Verified
PH00018364,P00018364,2025-09-12,12.997954,88.11234,12.997954,88.11234,0.5,ae113c3ac9846fa6,No,Verified
PH00018365,P00018365,2025-06-25,33.394005,96.06862,33.394005,96.06862,0.35,65a87fc74ad0467f,No,Verified
PH00018366,P00018366,2025-12-13,10.047251,72.200905,10.047251,72.200905,0.37,6e80c5dae688fd44,No,Verified
PH00018367,P00018367,2025-05-23,13.870841,79.469302,13.870841,79.469302,0.01,dec9f21e0e27edb4,No,Verified
PH00018368,P00018368,2025-11-13,19.828469,77.367505,20.998041,78.022496,67.67,39899b4f9f7f9977,No,Mismatch
PH00018369,P00018369,2025-11-23,15.057689,91.700609,15.057689,91.700609,0.08,76179603db3cac7a,No,Verified
PH00018370,P00018370,2025-12-29,29.714013,72.301046,29.714013,72.301046,0.37,4b9fa2a730c37637,No,Verified
PH00018371,P00018371,2025-06-14,24.654916,86.374459,24.654916,86.374459,0.42,1a0a7ffa627c6a68,No,Verified
PH00018372,P00018372,2026-02-05,24.289407,84.674207,24.289407,84.674207,0.05,98acacde46fcd7e5,No,Verified
PH00018373,P00018373,2025-10-22,25.045303,68.431693,25.045303,68.431693,0.08,f4ec28ddef86d0c2,No,Verified
PH00018374,P00018374,2025-06-16,12.707486,70.793502,12.707486,70.793502,0.44,1b496cc607078882,No,Verified
PH00018375,P00018375,2025-10-06,21.90092,69.723261,21.90092,69.723261,0.05,7c7dc9f61b7ca2a2,No,Verified
PH00018376,P00018376,2025-10-03,16.080967,96.352692,16.080967,96.352692,0.18,03997e16ec03ef52,No,Verified
PH00018377,P00018377,2025-03-12,8.077389,84.531427,8.077389,84.531427,0.46,490af645ccbb8ab8,No,Verified
PH00018378,P00018378,2025-05-27,18.930298,93.901777,18.930298,93.901777,0.35,55309ccf54aaf5e8,No,Verified
PH00018379,P00018379,2025-08-19,28.808339,96.542394,28.808339,96.542394,0.17,a3388a2b5a8765a8,No,Verified
PH00018380,P00018380,2025-11-27,10.321751,72.537255,10.321751,72.537255,0.37,88d89a271e2bc2ec,No,Verified
PH00018381,P00018381,2025-11-01,25.072611,68.412995,25.072611,68.412995,0.15,f4fb7b69f56a1c2c,No,Verified
PH00018382,P00018382,2025-04-21,10.521512,81.109891,10.521512,81.109891,0.12,f933523c7b98335f,No,Verified
PH00018383,P00018383,2025-09-25,28.516908,96.967134,28.516908,96.967134,0.03,2c4ff52a07de1d93,No,Verified
PH00018384,P00018384,2025-03-28,16.58175,95.690091,16.58175,95.690091,0.29,6e2cdc3a6262e2ea,No,Verified
PH00018385,P00018385,2025-11-14,24.002179,90.704834,24.002179,90.704834,0.2,02e162847587c232,No,Verified
PH00018386,P00018386,2026-02-11,25.885629,70.322485,25.885629,70.322485,0.16,fe87aa268fc8462c,No,Verified
PH00018387,P00018387,2025-12-19,25.279068,75.057372,25.279068,75.057372,0.09,62fdba90ac753ebe,No,Verified
PH00018388,P00018388,2026-01-31,31.881192,68.12151,32.422041,69.061356,102.43,8e209b8ef716e87c,No,Mismatch
PH00018389,P00018389,2026-02-19,22.333394,82.299308,23.349426,83.310196,144.41,d49fb636c261d868,No,Mismatch
PH00018390,P00018390,2025-08-26,20.315656,68.285293,20.315656,68.285293,0.39,00fe05698f4b1eeb,No,Verified
PH00018391,P00018391,2025-07-14,12.227911,79.878869,12.227911,79.878869,0.2,dc24a2795eb162b3,No,Verified
PH00018392,P00018392,2025-07-08,20.568742,91.200292,20.568742,91.200292,0.12,57cf8050522baf95,No,Verified
PH00018393,P00018393,2025-08-21,21.208064,88.501978,21.208064,88.501978,0.13,2ef17774825106b2,No,Verified
PH00018394,P00018394,2025-04-10,28.399219,93.789761,28.399219,93.789761,0.18,0fee9e0f5946bf4d,No,Verified
PH00018395,P00018395,2025-08-06,8.398541,79.186983,8.398541,79.186983,0.37,acbe933a7d0213da,No,Verified
PH00018396,P00018396,2025-09-15,14.767697,74.825461,14.767697,74.825461,0.23,81ef08a48fa4519e,No,Verified
PH00018397,P00018397,2025-09-22,18.144409,80.069044,18.144409,80.069044,0.48,0b69a501d510d8f5,No,Verified
PH00018398,P00018398,2025-08-26,22.367959,73.676619,22.367959,73.676619,0.11,90a80c8dcf10983a,No,Verified
PH00018399,P00018399,2025-08-13,28.590499,84.166065,28.590499,84.166065,0.44,22421734c70d3b58,No,Verified
PH00018400,P00018400,2026-03-18,32.450325,92.460841,33.467767,93.085937,102.29,9428b31606ce1b2f,No,Mismatch
PH00018401,P00018401,2025-10-30,28.261221,95.66043,29.102937,96.224203,55.42,f50975952502dd3c,No,Mismatch
PH00018402,P00018402,2025-05-25,31.831916,85.613497,31.831916,85.613497,0.25,9ee38d7e851f99ec,No,Verified
PH00018403,P00018403,2025-09-06,17.170281,82.876212,17.170281,82.876212,0.18,bfa50422ce07f122,No,Verified
PH00018404,P00018404,2025-07-10,15.584796,81.604775,15.584796,81.604775,0.26,1af2bdaca99ad582,No,Verified
PH00018405,P00018405,2025-07-03,29.49296,90.641846,29.49296,90.641846,0.25,672897143cca2919,No,Verified
PH00018406,P00018406,2025-11-15,23.360961,95.601117,23.360961,95.601117,0.13,7fc240b509d2978a,No,Verified
PH00018407,P00018407,2025-09-19,30.577974,81.088916,30.577974,81.088916,0.11,21f11be8b91564bd,No,Verified
PH00018408,P00018408,2025-10-26,33.918362,68.767466,33.918362,68.767466,0.06,7974f264efe0ce22,No,Verified
PH00018409,P00018409,2025-11-18,12.375299,78.812489,12.375299,78.812489,0.09,9d0843622045c251,No,Verified
PH00018410,P00018410,2025-12-06,14.667119,88.213459,14.667119,88.213459,0.13,b51f278bad1bc72b,No,Verified
PH00018411,P00018411,2025-11-01,33.216014,79.978726,33.216014,79.978726,0.12,9a583b4997581bf4,No,Verified
PH00018412,P00018412,2026-01-07,8.516366,90.864954,8.516366,90.864954,0.17,d9bfc145e761edfa,No,Verified
PH00018413,P00018413,2025-10-26,15.157673,85.182082,15.157673,85.182082,0.5,7ad620c19a32727c,No,Verified
PH00018414,P00018414,2025-07-05,26.416392,69.664765,26.416392,69.664765,0.33,d2e0d0fdbc25a4fe,No,Verified
PH00018415,P00018415,2025-09-30,23.888626,96.561701,23.888626,96.561701,0.34,7a16900528460c9d,No,Verified
PH00018416,P00018416,2025-10-31,12.963289,80.596182,12.963289,80.596182,0.06,96fab0d1f2288aff,No,Verified
PH00018417,P00018417,2025-12-14,30.45056,72.923775,30.45056,72.923775,0.16,63520b8b5941a8c9,No,Verified
PH00018418,P00018418,2025-08-27,31.402294,88.100077,31.402294,88.100077,0.09,db8839edd1ee1938,No,Verified
PH00018419,P00018419,2025-08-12,16.455518,87.556797,16.455518,87.556797,0.27,1be651a8774ae775,No,Verified
PH00018420,P00018420,2025-11-26,9.123257,89.352005,9.123257,89.352005,0.06,85a0462a4cc008f9,No,Verified
PH00018421,P00018421,2025-11-24,11.745278,90.937614,11.745278,90.937614,0.29,b8b6226ffc38405e,No,Verified
PH00018422,P00018422,2025-03-26,19.408777,83.966983,19.408777,83.966983,0.37,dbb6c5c919b8dc38,No,Verified
PH00018423,P00018423,2025-08-01,21.331144,78.283739,21.331144,78.283739,0.17,a65a578b6369c3ac,No,Verified
PH00018424,P00018424,2025-12-07,14.647086,82.746689,14.647086,82.746689,0.28,1cbe27b0ee4b32ba,No,Verified
PH00018425,P00018425,2025-08-21,22.770513,70.075678,22.770513,70.075678,0.1,d54249def823edb6,No,Verified
PH00018426,P00018426,2025-08-11,27.357633,75.145744,27.357633,75.145744,0.33,29423a88ddbf8ddc,No,Verified
PH00018427,P00018427,2025-11-14,18.179575,69.299284,18.179575,69.299284,0.16,9091dc0ff9dc5794,No,Verified
PH00018428,P00018428,2025-11-24,9.998369,89.682567,9.998369,89.682567,0.03,2680fc1cca865774,No,Verified
PH00018429,P00018429,2025-10-02,18.455968,72.033698,18.455968,72.033698,0.08,99f77e1ba26b3825,No,Verified
PH00018430,P00018430,2025-11-07,8.7793,76.721185,8.7793,76.721185,0.27,1f1c7dd8f5494a94,No,Verified
PH00018431,P00018431,2026-01-02,17.519122,79.476514,17.519122,79.476514,0.38,a1d5a33fcd1362d9,No,Verified
PH00018432,P00018432,2025-11-13,23.848338,96.834587,23.848338,96.834587,0.42,799125cc0c557e0b,No,Verified
PH00018433,P00018433,2026-02-08,17.369655,96.769184,17.369655,96.769184,0.36,f5c62271c253161a,No,Verified
PH00018434,P00018434,2025-04-03,28.482371,68.849467,28.482371,68.849467,0.45,d4dc8642a6751c81,No,Verified
PH00018435,P00018435,2025-07-29,27.799925,89.738746,27.799925,89.738746,0.47,c62e0eace17b3b48,No,Verified
PH00018436,P00018436,2025-09-07,18.545062,79.332288,18.545062,79.332288,0.09,f019f940ca31e405,No,Verified
PH00018437,P00018437,2025-06-28,17.959523,80.478664,17.959523,80.478664,0.4,6624367d8557871e,No,Verified
PH00018438,P00018438,2026-01-24,23.99537,88.037292,23.99537,88.037292,0.22,a1b0fa920f162961,No,Verified
PH00018439,P00018439,2025-09-28,23.010815,91.713513,23.010815,91.713513,0.38,26fa008b124c9211,No,Verified
PH00018440,P00018440,2025-07-09,31.729432,68.461849,31.729432,68.461849,0.4,68c3678660afac10,No,Verified
PH00018441,P00018441,2025-08-26,11.027621,92.980879,11.027621,92.980879,0.41,c09af1c8bb65aecf,No,Verified
PH00018442,P00018442,2025-08-13,17.153641,86.614508,17.153641,86.614508,0.49,af94141887e28e31,No,Verified
PH00018443,P00018443,2026-02-28,12.671945,75.562407,12.671945,75.562407,0.18,76d9497ade2c15f7,No,Verified
PH00018444,P00018444,2026-01-19,10.753932,77.723181,10.753932,77.723181,0.02,fedd189c35946a93,No,Verified
PH00018445,P00018445,2025-07-09,8.16791,95.097732,8.16791,95.097732,0.2,38e832220ae13e0d,No,Verified
PH00018446,P00018446,2025-11-24,8.872851,83.923876,9.255956,85.123191,88.22,4f76d6f326943760,No,Mismatch
PH00018447,P00018447,2025-03-07,23.24297,79.96033,23.24297,79.96033,0.13,1d7796609a05e762,No,Verified
PH00018448,P00018448,2026-01-08,8.907451,76.77376,8.907451,76.77376,0.11,68edbf3ca06af30d,No,Verified
PH00018449,P00018449,2025-10-11,31.91848,78.160615,31.91848,78.160615,0.41,773c520ba1e02cc1,No,Verified
PH00018450,P00018450,2025-10-04,17.372788,88.556573,17.372788,88.556573,0.03,be2106a18661d6aa,No,Verified
PH00018451,P00018451,2025-08-25,13.950624,79.906167,13.950624,79.906167,0.23,3cb5d0e2b7f01169,No,Verified
PH00018452,P00018452,2026-02-19,20.239751,70.754752,20.239751,70.754752,0.25,559b143244528805,No,Verified
PH00018453,P00018453,2025-10-07,14.014534,70.582493,14.315881,71.663563,65.01,4bb3d2567dd68206,Yes,Duplicate
PH00018454,P00018454,2026-04-21,34.33061,78.494519,35.220482,79.487726,103.67,959953a00476e0df,Yes,Duplicate
PH00018455,P00018455,2025-12-16,10.221469,84.988577,10.629732,85.330673,75.28,deee72d8989e750a,No,Mismatch
PH00018456,P00018456,2026-01-29,21.087998,84.638149,21.087998,84.638149,0.49,67c6333b5fc6b8a8,No,Verified
PH00018457,P00018457,2025-06-13,24.936434,88.646165,24.936434,88.646165,0.46,a0c26bf1e2cf4b56,No,Verified
PH00018458,P00018458,2025-05-19,28.453064,96.254567,28.453064,96.254567,0.38,d8850c643efd2dec,No,Verified
PH00018459,P00018459,2025-09-09,10.346268,94.218472,10.346268,94.218472,0.06,bcb82f32cbf223e6,No,Verified
PH00018460,P00018460,2025-11-21,31.899473,71.888264,31.899473,71.888264,0.42,547064cd71425b7b,No,Verified
PH00018461,P00018461,2025-07-21,22.624897,87.307026,22.624897,87.307026,0.1,e27d08706e3109db,No,Verified
PH00018462,P00018462,2025-03-12,14.970264,93.683562,14.970264,93.683562,0.04,e0c11e4e0c4c90f2,No,Verified
PH00018463,P00018463,2025-11-21,21.369283,81.486694,21.369283,81.486694,0.41,262c5344800f5450,No,Verified
PH00018464,P00018464,2025-09-08,23.085255,68.564755,23.085255,68.564755,0.47,e4eeefb21547851c,No,Verified
PH00018465,P00018465,2025-08-27,26.711458,91.341185,26.711458,91.341185,0.25,abd0ff074c3fe024,No,Verified
PH00018466,P00018466,2025-10-08,19.43181,72.326794,19.43181,72.326794,0.02,40cf6e7fe277120a,No,Verified
PH00018467,P00018467,2025-09-13,13.866385,80.786028,13.866385,80.786028,0.03,0b6ecbfb341ae6c1,No,Verified
PH00018468,P00018468,2026-02-10,27.522896,91.571532,27.522896,91.571532,0.22,b8a2811b658f9e14,No,Verified
PH00018469,P00018469,2025-08-24,11.690263,91.124253,11.690263,91.124253,0.13,f90e991cb4566bb2,No,Verified
PH00018470,P00018470,2025-09-11,12.677676,68.047045,12.677676,68.047045,0.28,9b6c99c2765823f8,No,Verified
PH00018471,P00018471,2026-02-15,21.506976,94.098603,21.506976,94.098603,0.39,e153163c7036f478,No,Verified
PH00018472,P00018472,2025-10-31,17.215894,87.298672,17.215894,87.298672,0.47,ce1f7f84c917f8c7,No,Verified
PH00018473,P00018473,2025-06-17,31.250235,84.235443,31.250235,84.235443,0.43,43e083163b5afd0c,No,Verified
PH00018474,P00018474,2025-06-26,30.685857,92.46714,30.685857,92.46714,0.27,6a989c930e837b7a,No,Verified
PH00018475,P00018475,2026-03-08,27.864599,79.682246,27.864599,79.682246,0.19,65e7f6473ae3928b,No,Verified
PH00018476,P00018476,2025-11-29,17.230285,95.780398,17.230285,95.780398,0.17,5be47502b210d5a9,No,Verified
PH00018477,P00018477,2025-09-14,13.559656,71.145094,13.559656,71.145094,0.33,804e0d7fbfe426f0,No,Verified
PH00018478,P00018478,2026-01-27,18.148596,95.077474,18.148596,95.077474,0.46,356d9ae9e96389a5,No,Verified
PH00018479,P00018479,2025-05-06,16.528372,76.318993,16.528372,76.318993,0.33,d8128df01f215aea,No,Verified
PH00018480,P00018480,2025-09-12,19.946687,94.197803,19.946687,94.197803,0.13,50e99a6c9fda5cbb,No,Verified
PH00018481,P00018481,2025-08-15,17.961535,73.106525,17.961535,73.106525,0.33,6fd17a277424f9aa,No,Verified
PH00018482,P00018482,2025-11-23,12.312458,79.318431,12.312458,79.318431,0.41,5094759c1666f8b3,No,Verified
PH00018483,P00018483,2025-05-27,32.925833,87.03647,32.925833,87.03647,0.15,f7c0ea3f3f41d116,No,Verified
PH00018484,P00018484,2025-02-21,22.071788,76.103881,22.071788,76.103881,0.3,71b0f0264100fd22,No,Verified
PH00018485,P00018485,2025-10-28,30.063645,70.206643,30.063645,70.206643,0.29,b80b25b77b2031b2,No,Verified
PH00018486,P00018486,2025-06-22,21.8407,72.353701,22.282945,73.311183,146.43,ca5532ccad45570d,No,Mismatch
PH00018487,P00018487,2025-10-23,12.141504,87.268373,12.141504,87.268373,0.29,28851b3ccfcd8cbc,No,Verified
PH00018488,P00018488,2025-07-12,28.900805,80.415909,28.900805,80.415909,0.4,e723e44e21fcdc3d,No,Verified
PH00018489,P00018489,2025-09-16,23.787482,80.514212,23.787482,80.514212,0.07,a800204f53c72d58,No,Verified
PH00018490,P00018490,2025-10-01,17.48172,89.352379,17.48172,89.352379,0.17,9ffc84899a1b4572,No,Verified
PH00018491,P00018491,2025-04-02,33.881954,86.245478,33.881954,86.245478,0.19,9ff42c4f8a500a88,No,Verified
PH00018492,P00018492,2026-01-06,23.902603,83.288004,23.902603,83.288004,0.32,0595ea7723f390d9,No,Verified
PH00018493,P00018493,2026-02-14,30.794297,70.229294,31.630393,71.309806,72.23,08d506cd22e870ee,No,Mismatch
PH00018494,P00018494,2025-10-18,10.081761,68.645618,10.081761,68.645618,0.36,4cd913c40bb9876d,No,Verified
PH00018495,P00018495,2025-08-24,33.746742,73.662816,33.746742,73.662816,0.37,fffad13ae05383a0,No,Verified
PH00018496,P00018496,2025-05-12,21.264806,78.409735,22.025183,79.532603,83.6,09e920b5c13d29ab,Yes,Duplicate
PH00018497,P00018497,2025-07-31,12.030677,89.975549,12.030677,89.975549,0.16,e38a4497cfe13324,No,Verified
PH00018498,P00018498,2025-03-31,14.508071,91.877681,14.508071,91.877681,0.22,51f6876deca52e44,No,Verified
PH00018499,P00018499,2025-12-05,25.313953,74.545493,25.313953,74.545493,0.49,4c55a25b76bd6be8,No,Verified
PH00018500,P00018500,2025-08-06,27.290975,77.60363,27.290975,77.60363,0.47,2fcf7a79b7cbc08d,No,Verified
PH00018501,P00018501,2025-09-27,31.57186,89.544695,32.452737,90.326594,22.5,262efa83e12726b0,Yes,Duplicate
PH00018502,P00018502,2025-05-19,20.847964,71.45796,20.847964,71.45796,0.4,21df053402b77a9b,No,Verified
PH00018503,P00018503,2025-10-31,22.652433,72.008959,22.652433,72.008959,0.27,7d77ad7d3edc225a,No,Verified
PH00018504,P00018504,2025-07-28,12.48834,95.368829,13.030484,96.054107,105.96,8f26d4ab4503eef0,No,Mismatch
PH00018505,P00018505,2025-06-25,22.90402,92.244953,22.90402,92.244953,0.29,e0e334fed1302fb8,No,Verified
PH00018506,P00018506,2025-08-27,33.252162,71.777626,33.252162,71.777626,0.02,2f1ea8648ea2ea5d,No,Verified
PH00018507,P00018507,2025-09-08,18.663877,80.955738,18.663877,80.955738,0.43,9c1929da68d9fae9,No,Verified
PH00018508,P00018508,2025-04-10,34.260572,80.10218,34.922746,80.858968,145.76,8fc802b548a02b0e,No,Mismatch
PH00018509,P00018509,2025-06-04,27.424901,74.370074,27.424901,74.370074,0.09,fec8e09b3627e7ac,No,Verified
PH00018510,P00018510,2025-09-24,13.523925,78.867458,13.523925,78.867458,0.1,abd2c67e56a1745f,No,Verified
PH00018511,P00018511,2025-09-11,9.599503,85.949293,9.599503,85.949293,0.34,d6d283dde8bbb6ef,No,Verified
PH00018512,P00018512,2025-11-02,15.135725,77.271834,15.135725,77.271834,0.25,f2a7f26eed1445e3,No,Verified
PH00018513,P00018513,2025-07-15,15.489127,73.810148,15.489127,73.810148,0.17,43a1cbcf5d72234f,No,Verified
PH00018514,P00018514,2025-07-10,22.305102,93.539854,22.305102,93.539854,0.4,88ab8cde1cd2f73d,No,Verified
PH00018515,P00018515,2026-04-19,16.76766,79.570223,17.699299,80.319291,25.11,ca3446046b9e3577,No,Mismatch
PH00018516,P00018516,2025-07-04,17.668939,95.390257,17.668939,95.390257,0.43,33a0d4a344ee9b1e,No,Verified
PH00018517,P00018517,2025-06-20,22.794953,72.453757,22.794953,72.453757,0.49,6256c40d209fee55,No,Verified
PH00018518,P00018518,2025-11-02,14.174239,88.885485,14.174239,88.885485,0.39,b92cdfeb1501b2fc,No,Verified
PH00018519,P00018519,2025-08-04,24.249723,75.50401,24.249723,75.50401,0.14,fb4b864359dfe74e,No,Verified
PH00018520,P00018520,2026-04-05,14.937112,84.826812,14.937112,84.826812,0.3,eda3991dda21035a,No,Verified
PH00018521,P00018521,2026-01-30,23.84368,76.72277,23.84368,76.72277,0.38,f8536be7d3f6b84c,No,Verified
PH00018522,P00018522,2025-12-10,17.288274,75.382752,17.288274,75.382752,0.19,b5114aef5f598359,No,Verified
PH00018523,P00018523,2025-08-27,21.374211,72.680477,21.374211,72.680477,0.15,f5c2073ceb7bc0da,No,Verified
PH00018524,P00018524,2025-12-19,26.480096,70.966869,26.480096,70.966869,0.24,3e85120ccfbccd78,No,Verified
PH00018525,P00018525,2026-01-21,17.873475,83.847935,17.873475,83.847935,0.06,d58c3e5b514eeccc,No,Verified
PH00018526,P00018526,2025-05-11,24.365568,95.121945,24.365568,95.121945,0.48,6fe6a293fe688788,No,Verified
PH00018527,P00018527,2025-12-24,27.543594,80.421347,27.543594,80.421347,0.42,d1e12f80c51ec742,No,Verified
PH00018528,P00018528,2025-08-07,31.067582,96.724688,31.067582,96.724688,0.38,6d86f6b83b9ac65a,No,Verified
PH00018529,P00018529,2025-11-04,25.210186,69.933834,25.210186,69.933834,0.38,0e7bb9315f6f3896,No,Verified
PH00018530,P00018530,2026-01-01,26.267272,72.883247,26.267272,72.883247,0.42,a709e19e6edd2c50,No,Verified
PH00018531,P00018531,2026-01-23,10.926338,94.680988,10.926338,94.680988,0.33,7061b8de59cfa01e,No,Verified
PH00018532,P00018532,2025-04-05,18.64905,80.311732,18.64905,80.311732,0.32,8fde219139336ee6,No,Verified
PH00018533,P00018533,2025-12-04,16.712266,74.594293,16.712266,74.594293,0.45,5fac4f473154cf9b,No,Verified
PH00018534,P00018534,2026-03-05,12.499279,87.501478,12.499279,87.501478,0.07,461cf0642958bdd0,No,Verified
PH00018535,P00018535,2026-01-25,8.746104,80.547804,8.746104,80.547804,0.13,f0bdd72a7f11e6b1,No,Verified
PH00018536,P00018536,2025-08-29,26.474392,83.486501,26.474392,83.486501,0.23,d3c4053c2a1e2879,No,Verified
PH00018537,P00018537,2026-01-24,23.717006,91.720211,23.717006,91.720211,0.33,8ce2b4ae07c44f0a,No,Verified
PH00018538,P00018538,2025-11-28,11.158666,74.206102,11.158666,74.206102,0.04,07a0d951c1b9ff3e,No,Verified
PH00018539,P00018539,2025-05-02,19.041472,90.62077,19.041472,90.62077,0.17,3a4efc2b4f2c65da,No,Verified
PH00018540,P00018540,2025-08-20,19.753662,93.657858,19.753662,93.657858,0.07,2bc6791af48389a4,No,Verified
PH00018541,P00018541,2025-04-17,24.908442,81.729918,24.908442,81.729918,0.36,d9a67160ff1bf7d0,No,Verified
PH00018542,P00018542,2025-10-15,22.604195,96.158852,22.604195,96.158852,0.08,9ba05a396ec0085f,No,Verified
PH00018543,P00018543,2025-11-06,26.699081,69.21586,26.699081,69.21586,0.26,771103b7c2eaa95e,No,Verified
