UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00029543,P00029543,2025-05-22,2785546,2590795,97,Verified
UC00029544,P00029544,2025-11-21,4865671,4733307,95,Verified
UC00029545,P00029545,2026-01-16,4562273,4491223,82,Verified
UC00029546,P00029546,2026-02-04,1965985,1879176,100,Verified
UC00029547,P00029547,2025-10-23,1670256,1654755,80,Under Review
UC00029548,P00029548,2025-09-16,2109490,2029682,88,Verified
UC00029549,P00029549,2025-11-05,3150000,3047933,83,Verified
UC00029550,P00029550,2026-03-16,5480000,5297546,99,Verified
UC00029551,P00029551,2026-01-26,9091793,9015040,97,Verified
UC00029552,P00029552,2025-08-06,7483098,5407455,60,Suspicious
UC00029553,P00029553,2025-12-17,5335095,5106017,85,Under Review
UC00029554,P00029554,2025-12-09,3930000,3907815,88,Under Review
UC00029555,P00029555,2025-11-26,4462720,4374874,99,Verified
UC00029556,P00029556,2025-12-10,2231001,2141174,86,Verified
UC00029557,P00029557,2025-11-24,6197149,6178580,82,Verified
UC00029558,P00029558,2025-12-31,6700261,6359980,94,Under Review
UC00029559,P00029559,2025-08-16,1248718,1171203,94,Verified
UC00029560,P00029560,2025-12-07,1235536,1199830,90,Verified
UC00029561,P00029561,2026-03-22,7367467,7266051,83,Verified
UC00029562,P00029562,2025-10-11,8734113,5881494,48,Suspicious
UC00029563,P00029563,2025-10-08,2750876,2660322,83,Verified
UC00029564,P00029564,2025-10-27,5537930,5252782,95,Verified
UC00029565,P00029565,2025-10-13,2849546,2723827,82,Verified
UC00029566,P00029566,2025-11-28,8333461,5325520,51,Suspicious
UC00029567,P00029567,2025-09-06,8390000,8082385,100,Verified
UC00029568,P00029568,2025-09-19,4081981,3977155,90,Verified
UC00029569,P00029569,2026-06-21,6523696,6104132,96,Verified
UC00029570,P00029570,2026-02-07,6604914,6481059,91,Verified
UC00029571,P00029571,2025-12-14,5070000,4805165,93,Under Review
UC00029572,P00029572,2025-09-17,6431702,6053199,92,Under Review
UC00029573,P00029573,2025-07-19,3240322,3162961,84,Verified
UC00029574,P00029574,2026-01-12,5214398,3460028,60,Suspicious
UC00029575,P00029575,2026-01-14,3795444,3562242,89,Verified
UC00029576,P00029576,2026-03-14,1381832,1324129,85,Verified
UC00029577,P00029577,2025-07-12,2640000,2616324,91,Verified
UC00029578,P00029578,2025-06-24,3588288,3461067,92,Verified
UC00029579,P00029579,2025-08-14,7590000,7444746,84,Verified
UC00029580,P00029580,2025-09-25,2876427,2872992,83,Verified
UC00029581,P00029581,2025-09-23,2944298,2868738,100,Verified
UC00029582,P00029582,2025-12-20,9460000,9333534,89,Verified
UC00029583,P00029583,2025-12-11,6009946,5977235,95,Verified
UC00029584,P00029584,2025-10-30,605401,588982,89,Verified
UC00029585,P00029585,2026-04-27,1733182,1715592,92,Verified
UC00029586,P00029586,2025-08-08,3915838,3794624,91,Verified
UC00029587,P00029587,2026-04-01,3270000,3147127,90,Under Review
UC00029588,P00029588,2025-05-16,6690000,6474257,86,Verified
UC00029589,P00029589,2026-01-13,1275138,1252762,89,Verified
UC00029590,P00029590,2026-01-06,6416336,3350514,63,Suspicious
UC00029591,P00029591,2025-07-10,5234624,5027043,88,Verified
UC00029592,P00029592,2026-05-11,3610000,3465472,95,Verified
UC00029593,P00029593,2026-02-18,8290264,8198244,88,Verified
UC00029594,P00029594,2026-01-29,2658293,2554614,86,Verified
UC00029595,P00029595,2026-04-05,570000,561503,98,Verified
UC00029596,P00029596,2025-11-13,4786284,4687645,91,Under Review
UC00029597,P00029597,2026-01-12,3879952,3671608,82,Verified
UC00029598,P00029598,2026-04-27,3014308,2935496,100,Verified
UC00029599,P00029599,2026-03-18,1605380,1573669,99,Verified
UC00029600,P00029600,2025-06-28,4824656,4801352,81,Verified
UC00029601,P00029601,2026-03-14,2175647,2036370,95,Verified
UC00029602,P00029602,2025-07-11,2563874,2467014,98,Under Review
UC00029603,P00029603,2025-11-29,2573486,2471577,98,Verified
UC00029604,P00029604,2025-07-25,413659,410462,89,Verified
UC00029605,P00029605,2025-06-06,7820998,7420432,91,Verified
UC00029606,P00029606,2025-10-04,2269484,2136426,96,Verified
UC00029607,P00029607,2026-05-01,4626698,4414422,86,Verified
UC00029608,P00029608,2026-01-20,5122685,4874391,93,Verified
UC00029609,P00029609,2025-09-01,954522,949399,88,Verified
UC00029610,P00029610,2025-11-13,4363299,4317552,88,Verified
UC00029611,P00029611,2025-08-15,891097,625277,63,Suspicious
UC00029612,P00029612,2026-05-30,3932447,3842717,81,Under Review
UC00029613,P00029613,2026-02-25,6150000,6104093,85,Verified
UC00029614,P00029614,2025-12-15,5695621,5537283,87,Under Review
UC00029615,P00029615,2025-12-19,4159814,3864325,92,Under Review
UC00029616,P00029616,2025-06-05,4455199,4160052,81,Verified
UC00029617,P00029617,2025-07-25,3028875,2943907,88,Verified
UC00029618,P00029618,2025-07-29,5697493,5610576,90,Under Review
UC00029619,P00029619,2026-02-08,1553714,1539730,83,Verified
UC00029620,P00029620,2025-07-02,6028207,5826099,87,Under Review
UC00029621,P00029621,2025-06-23,9453092,9407018,100,Verified
UC00029622,P00029622,2026-02-14,2607767,2506494,99,Verified
UC00029623,P00029623,2025-11-11,6211012,6173720,83,Under Review
UC00029624,P00029624,2025-12-07,7385056,6928593,86,Under Review
UC00029625,P00029625,2025-12-15,3234176,3141537,96,Verified
UC00029626,P00029626,2025-12-15,8200000,7742063,96,Verified
UC00029627,P00029627,2026-02-14,2373903,2203127,89,Verified
UC00029628,P00029628,2025-08-30,4822705,3224442,66,Suspicious
UC00029629,P00029629,2026-02-05,6775681,6350988,87,Verified
UC00029630,P00029630,2026-02-04,4506294,3009312,57,Suspicious
UC00029631,P00029631,2026-05-01,2962608,2774941,82,Verified
UC00029632,P00029632,2025-11-23,5716527,5585806,91,Verified
UC00029633,P00029633,2025-11-10,7232079,7083184,95,Under Review
UC00029634,P00029634,2026-02-05,530759,522998,82,Verified
UC00029635,P00029635,2026-01-28,3706940,3595906,82,Verified
UC00029636,P00029636,2025-12-01,6061352,5857578,100,Verified
UC00029637,P00029637,2026-01-13,487426,483178,81,Under Review
UC00029638,P00029638,2026-04-18,9500834,8846070,83,Verified
UC00029639,P00029639,2026-02-25,2473341,2410752,94,Verified
UC00029640,P00029640,2025-10-18,3091513,2885446,94,Verified
UC00029641,P00029641,2025-10-17,6877355,6433496,94,Under Review
UC00029642,P00029642,2025-12-13,6962505,6686690,100,Under Review
UC00029643,P00029643,2026-02-20,1216117,1128070,82,Verified
UC00029644,P00029644,2025-08-01,2678709,2653483,98,Under Review
UC00029645,P00029645,2025-10-17,692393,551514,54,Under Review
UC00029646,P00029646,2025-08-30,7323711,7042119,98,Verified
UC00029647,P00029647,2025-11-28,4177124,4130293,89,Verified
UC00029648,P00029648,2025-11-06,8530000,8506802,92,Verified
UC00029649,P00029649,2026-02-05,5037326,4812183,98,Under Review
UC00029650,P00029650,2026-03-03,6071593,6053684,84,Verified
UC00029651,P00029651,2025-11-26,4275060,4075301,90,Verified
UC00029652,P00029652,2025-07-27,6489494,6290360,82,Verified
UC00029653,P00029653,2025-12-26,868991,834129,82,Verified
UC00029654,P00029654,2025-06-28,8773114,8493650,80,Verified
UC00029655,P00029655,2026-01-13,4074242,3890507,87,Verified
UC00029656,P00029656,2025-09-19,5170517,5007260,90,Verified
UC00029657,P00029657,2025-10-19,5113399,2591480,68,Suspicious
UC00029658,P00029658,2026-03-18,7285080,6776037,92,Under Review
UC00029659,P00029659,2026-03-24,1160000,1141233,90,Verified
UC00029660,P00029660,2025-11-26,9218407,8638826,90,Verified
UC00029661,P00029661,2026-04-21,2660950,2513833,88,Verified
UC00029662,P00029662,2026-01-17,3423706,3362027,96,Under Review
UC00029663,P00029663,2025-12-18,9717752,9551781,86,Verified
UC00029664,P00029664,2025-07-12,1659095,1615726,91,Verified
UC00029665,P00029665,2025-07-20,2926917,2076689,49,Suspicious
UC00029666,P00029666,2025-07-17,9771723,9191706,92,Under Review
UC00029667,P00029667,2026-01-16,8541540,8220648,85,Under Review
UC00029668,P00029668,2025-06-28,3008685,1897388,48,Suspicious
UC00029669,P00029669,2025-06-30,3195797,3045162,99,Verified
UC00029670,P00029670,2025-06-29,7271693,6792995,96,Verified
UC00029671,P00029671,2026-03-24,3442684,3414659,93,Verified
UC00029672,P00029672,2025-12-10,2352063,2190784,100,Verified
UC00029673,P00029673,2026-02-05,4960000,4764009,86,Verified
UC00029674,P00029674,2026-03-07,2572881,2450278,98,Verified
UC00029675,P00029675,2025-08-08,5422937,5251836,89,Verified
UC00029676,P00029676,2026-02-12,3626282,3362896,100,Verified
UC00029677,P00029677,2025-10-10,5309287,5248203,94,Verified
UC00029678,P00029678,2025-12-22,527438,515535,90,Verified
UC00029679,P00029679,2025-07-25,8353029,8118221,80,Verified
UC00029680,P00029680,2025-12-16,6650104,6570586,84,Verified
UC00029681,P00029681,2025-08-10,4807241,3386887,73,Suspicious
UC00029682,P00029682,2025-08-29,2114668,2028688,98,Verified
UC00029683,P00029683,2026-02-07,5990000,5980012,97,Verified
UC00029684,P00029684,2026-04-18,4927243,4759034,100,Verified
UC00029685,P00029685,2026-02-02,7289596,6858658,100,Verified
UC00029686,P00029686,2025-12-26,9491964,9411198,100,Under Review
UC00029687,P00029687,2025-10-23,9664316,7102577,56,Suspicious
UC00029688,P00029688,2025-08-18,6220000,5964278,82,Verified
UC00029689,P00029689,2026-01-23,7575878,7250289,99,Under Review
UC00029690,P00029690,2025-12-05,4960000,4831507,86,Verified
UC00029691,P00029691,2025-07-25,3170958,3150009,96,Verified
UC00029692,P00029692,2025-07-24,681838,644280,90,Verified
UC00029693,P00029693,2025-12-09,5181960,5129356,95,Verified
UC00029694,P00029694,2025-07-14,6742420,6357237,87,Verified
UC00029695,P00029695,2025-09-09,1711548,1596036,97,Verified
UC00029696,P00029696,2025-05-11,5490000,5338651,85,Under Review
UC00029697,P00029697,2026-05-02,536511,518043,83,Verified
UC00029698,P00029698,2025-12-13,6427434,6233456,81,Verified
UC00029699,P00029699,2025-12-18,7529190,3753089,53,Suspicious
UC00029700,P00029700,2026-02-08,5792151,5581758,91,Verified
UC00029701,P00029701,2025-07-12,4780158,4580160,100,Verified
UC00029702,P00029702,2026-01-20,5593448,5184695,100,Verified
UC00029703,P00029703,2025-07-07,6787633,6638293,91,Verified
UC00029704,P00029704,2026-01-10,3471303,3243593,83,Verified
UC00029705,P00029705,2025-11-15,2838706,2767044,100,Verified
UC00029706,P00029706,2025-09-17,4559044,4273386,90,Under Review
UC00029707,P00029707,2026-03-20,2598541,1084140,72,Suspicious
UC00029708,P00029708,2025-11-30,5471451,5078682,81,Verified
UC00029709,P00029709,2025-08-18,844954,803174,96,Verified
UC00029710,P00029710,2025-11-21,9630000,9203986,81,Verified
UC00029711,P00029711,2025-12-04,3550146,3367400,81,Verified
UC00029712,P00029712,2025-12-03,4408964,4270244,85,Under Review
UC00029713,P00029713,2025-10-18,1761791,1689536,89,Verified
UC00029714,P00029714,2026-03-28,7372090,7166309,89,Verified
UC00029715,P00029715,2026-05-05,1966398,1820948,82,Verified
UC00029716,P00029716,2026-02-03,1855467,1844852,92,Verified
UC00029717,P00029717,2026-02-06,7318287,7116360,84,Verified
UC00029718,P00029718,2026-01-13,1669756,1564128,92,Verified
UC00029719,P00029719,2025-07-07,8309943,4377645,64,Suspicious
UC00029720,P00029720,2025-06-01,4649890,4541333,100,Verified
UC00029721,P00029721,2026-01-02,1500000,1491378,82,Under Review
UC00029722,P00029722,2026-01-31,5790000,5622047,99,Verified
UC00029723,P00029723,2025-11-13,9770000,9583199,81,Verified
UC00029724,P00029724,2026-03-19,5592071,5277752,99,Under Review
UC00029725,P00029725,2025-10-22,5144783,4994216,83,Verified
UC00029726,P00029726,2026-01-14,5122694,4758488,85,Verified
UC00029727,P00029727,2025-12-19,5035565,3586695,67,Under Review
UC00029728,P00029728,2025-08-22,9740000,9386726,93,Under Review
UC00029729,P00029729,2026-06-04,2804133,1448477,49,Suspicious
UC00029730,P00029730,2026-02-17,5621227,5547741,99,Under Review
UC00029731,P00029731,2025-11-14,3278466,3110594,88,Verified
UC00029732,P00029732,2025-06-28,7988257,7931473,90,Verified
UC00029733,P00029733,2025-08-23,4892042,4619373,90,Verified
UC00029734,P00029734,2025-09-04,6100000,6015292,97,Verified
UC00029735,P00029735,2025-06-19,1758590,1747692,96,Verified
UC00029736,P00029736,2026-03-08,2528642,2523543,88,Verified
UC00029737,P00029737,2026-02-05,5581475,5501984,100,Verified
UC00029738,P00029738,2025-08-09,1146248,1069337,93,Verified
UC00029739,P00029739,2025-08-03,7390000,7275695,96,Under Review
UC00029740,P00029740,2026-02-24,7328880,7006498,82,Under Review
UC00029741,P00029741,2025-09-06,7287768,7145766,81,Under Review
UC00029742,P00029742,2025-09-14,6347673,6130855,97,Verified
UC00029743,P00029743,2025-11-21,954127,931126,97,Verified
UC00029744,P00029744,2025-08-09,7728208,7555571,88,Under Review
UC00029745,P00029745,2026-05-23,2099348,2077715,95,Verified
UC00029746,P00029746,2025-10-24,3820000,3780331,85,Verified
UC00029747,P00029747,2025-12-15,4280368,4275981,81,Verified
UC00029748,P00029748,2026-04-19,3700832,3474986,94,Verified
UC00029749,P00029749,2026-03-14,4957088,4868060,100,Verified
UC00029750,P00029750,2026-03-24,7213255,4937586,68,Suspicious
UC00029751,P00029751,2025-05-30,8906892,8593939,94,Verified
UC00029752,P00029752,2025-08-24,5382747,5035859,91,Under Review
UC00029753,P00029753,2025-12-09,4960597,4821877,92,Verified
UC00029754,P00029754,2025-09-16,7930000,7801549,97,Under Review
UC00029755,P00029755,2026-01-16,550000,535744,89,Under Review
UC00029756,P00029756,2025-09-04,2545804,2432562,91,Under Review
UC00029757,P00029757,2025-07-01,5765267,5505177,99,Under Review
UC00029758,P00029758,2026-02-01,851651,849874,90,Under Review
UC00029759,P00029759,2026-01-10,7942109,7671285,93,Under Review
UC00029760,P00029760,2025-10-16,1205579,1191469,95,Verified
UC00029761,P00029761,2026-03-18,615990,611190,81,Verified
UC00029762,P00029762,2025-05-16,1065008,1063938,82,Verified
UC00029763,P00029763,2025-11-12,1997296,887392,49,Suspicious
UC00029764,P00029764,2025-07-05,7580414,7138211,82,Verified
UC00029765,P00029765,2026-02-16,6215469,5767153,96,Verified
UC00029766,P00029766,2026-03-18,5310436,5118549,86,Verified
UC00029767,P00029767,2025-08-08,1825290,1723517,92,Verified
UC00029768,P00029768,2026-04-24,879781,872513,81,Verified
UC00029769,P00029769,2025-08-25,8281450,7840139,81,Under Review
UC00029770,P00029770,2025-11-02,4586518,4571534,95,Verified
UC00029771,P00029771,2025-09-04,4463199,4203463,98,Verified
UC00029772,P00029772,2025-06-11,1344994,1297114,86,Verified
UC00029773,P00029773,2025-08-24,5564950,3565362,71,Suspicious
UC00029774,P00029774,2025-12-29,4219502,2807315,48,Under Review
UC00029775,P00029775,2025-09-26,3452323,3365852,91,Verified
UC00029776,P00029776,2025-11-04,2465314,1900473,46,Suspicious
UC00029777,P00029777,2025-11-08,6865989,6636914,90,Under Review
UC00029778,P00029778,2025-12-06,2480060,2442901,91,Verified
UC00029779,P00029779,2025-08-05,6350000,6147606,92,Verified
UC00029780,P00029780,2025-11-13,7817752,7793873,92,Verified
UC00029781,P00029781,2025-12-23,5689531,5393038,95,Under Review
UC00029782,P00029782,2025-12-06,8467320,7848567,86,Verified
UC00029783,P00029783,2025-11-12,7305999,6857072,84,Verified
UC00029784,P00029784,2026-02-22,3453576,3297596,89,Under Review
UC00029785,P00029785,2025-07-05,9222145,8673473,100,Verified
UC00029786,P00029786,2025-10-04,8450000,7938638,86,Verified
UC00029787,P00029787,2025-08-12,829045,816069,87,Under Review
UC00029788,P00029788,2026-03-15,4883095,4875070,82,Verified
UC00029789,P00029789,2025-06-11,5143214,5138660,98,Verified
UC00029790,P00029790,2025-12-12,631524,590298,99,Under Review
UC00029791,P00029791,2025-09-18,1781823,1246774,61,Under Review
UC00029792,P00029792,2026-01-29,4050076,4045833,98,Verified
UC00029793,P00029793,2025-10-06,756189,714703,87,Verified
UC00029794,P00029794,2026-03-20,4408412,4351521,96,Under Review
UC00029795,P00029795,2025-10-09,4147735,4110772,94,Verified
UC00029796,P00029796,2025-10-08,6223341,6109422,86,Under Review
UC00029797,P00029797,2025-12-08,4948744,4592420,96,Verified
UC00029798,P00029798,2025-11-13,5354188,2459560,43,Suspicious
UC00029799,P00029799,2026-01-22,481284,470911,99,Verified
UC00029800,P00029800,2025-10-10,5239238,5101360,92,Verified
UC00029801,P00029801,2026-03-11,8860000,8777259,85,Verified
UC00029802,P00029802,2026-02-11,9350000,8790595,96,Verified
UC00029803,P00029803,2025-08-12,5748181,5449573,87,Verified
UC00029804,P00029804,2025-12-20,634246,622318,94,Verified
UC00029805,P00029805,2025-12-17,1937610,1822327,91,Verified
UC00029806,P00029806,2026-02-12,5570000,5541592,99,Verified
UC00029807,P00029807,2026-04-03,9630787,9074422,96,Verified
UC00029808,P00029808,2025-10-21,2265772,2204290,94,Verified
UC00029809,P00029809,2026-01-18,6600000,6269695,89,Verified
UC00029810,P00029810,2026-02-11,8434571,8155338,85,Verified
UC00029811,P00029811,2026-01-12,5467636,3161831,54,Suspicious
UC00029812,P00029812,2025-10-13,8820844,8666139,80,Verified
UC00029813,P00029813,2025-09-04,7599196,7442772,86,Verified
UC00029814,P00029814,2026-03-20,8650000,8536743,98,Verified
UC00029815,P00029815,2025-07-31,8834321,8573735,86,Under Review
UC00029816,P00029816,2025-11-17,8832056,5623484,69,Under Review
UC00029817,P00029817,2025-10-15,6485465,6014619,100,Under Review
UC00029818,P00029818,2026-02-08,8310319,7760687,83,Verified
UC00029819,P00029819,2026-03-02,4005610,2694381,72,Suspicious
UC00029820,P00029820,2026-01-09,6627865,6584830,88,Verified
UC00029821,P00029821,2026-02-25,2965912,2862143,92,Verified
UC00029822,P00029822,2026-01-25,5376260,4225727,49,Under Review
UC00029823,P00029823,2025-06-05,8375409,8212848,85,Verified
UC00029824,P00029824,2025-12-19,2175313,2152104,90,Under Review
UC00029825,P00029825,2026-02-05,9960000,9923459,97,Verified
UC00029826,P00029826,2025-11-01,7060857,6955987,99,Verified
UC00029827,P00029827,2025-09-03,4850000,4810068,88,Verified
UC00029828,P00029828,2026-01-31,5490000,5470550,100,Verified
UC00029829,P00029829,2025-10-26,4628382,4378123,97,Verified
UC00029830,P00029830,2025-10-19,3583895,3497248,97,Under Review
UC00029831,P00029831,2025-07-23,4098430,4045143,84,Verified
UC00029832,P00029832,2025-10-24,5503818,5256336,83,Verified
UC00029833,P00029833,2025-12-08,3007955,2798152,94,Under Review
UC00029834,P00029834,2025-09-02,7040000,6973391,97,Under Review
UC00029835,P00029835,2026-01-16,7672774,7409936,89,Verified
UC00029836,P00029836,2025-07-18,3537177,3507425,85,Verified
UC00029837,P00029837,2025-11-12,6574876,6308418,89,Under Review
UC00029838,P00029838,2025-10-27,6149759,5980354,86,Verified
UC00029839,P00029839,2025-11-13,3290158,3178085,86,Verified
UC00029840,P00029840,2025-07-30,1893484,1777769,94,Verified
UC00029841,P00029841,2025-11-05,2766715,2595873,89,Verified
UC00029842,P00029842,2025-08-30,2377038,1259566,50,Suspicious
UC00029843,P00029843,2026-01-21,7382135,6858255,84,Verified
UC00029844,P00029844,2026-03-18,5350075,5274661,84,Under Review
UC00029845,P00029845,2025-09-19,1680000,1647012,81,Verified
UC00029846,P00029846,2026-02-19,1357223,1306014,98,Verified
UC00029847,P00029847,2025-09-06,6245455,6199609,89,Verified
UC00029848,P00029848,2026-02-02,7275201,7007727,83,Verified
UC00029849,P00029849,2025-10-31,4772477,4570861,88,Verified
